"model_id","reference_date","location","horizon","target","target_end_date","output_type","output_type_id","value"
"simple-ensemble-mean","2025-03-01","Austin",4,"Flu ED visits pct","2025-03-29","quantile",0.9,3.723627
"simple-ensemble-mean","2025-03-01","Austin",4,"Flu ED visits pct","2025-03-29","quantile",0.95,4.642727
"simple-ensemble-mean","2025-03-01","Austin",4,"Flu ED visits pct","2025-03-29","quantile",0.975,5.52102175
"simple-ensemble-mean","2025-03-01","Bronx",0,"ILI ED visits","2025-03-01","quantile",0.025,590.629627989043
"simple-ensemble-mean","2025-03-01","Bronx",0,"ILI ED visits","2025-03-01","quantile",0.05,626.839501837347
"simple-ensemble-mean","2025-03-01","Bronx",0,"ILI ED visits","2025-03-01","quantile",0.1,661.40649945973
"simple-ensemble-mean","2025-03-01","Bronx",0,"ILI ED visits","2025-03-01","quantile",0.25,726.119343322231
"simple-ensemble-mean","2025-03-01","Bronx",0,"ILI ED visits","2025-03-01","quantile",0.5,786.244492162332
"simple-ensemble-mean","2025-03-01","Bronx",0,"ILI ED visits","2025-03-01","quantile",0.75,853.479328769304
"simple-ensemble-mean","2025-03-01","Bronx",0,"ILI ED visits","2025-03-01","quantile",0.9,918.456784169163
"simple-ensemble-mean","2025-03-01","Bronx",0,"ILI ED visits","2025-03-01","quantile",0.95,965.358703749122
"simple-ensemble-mean","2025-03-01","Bronx",0,"ILI ED visits","2025-03-01","quantile",0.975,1021.00587541584
"simple-ensemble-mean","2025-03-01","Bronx",1,"ILI ED visits","2025-03-08","quantile",0.025,486.036112845055
"simple-ensemble-mean","2025-03-01","Bronx",1,"ILI ED visits","2025-03-08","quantile",0.05,518.859487369339
"simple-ensemble-mean","2025-03-01","Bronx",1,"ILI ED visits","2025-03-08","quantile",0.1,553.449808839653
"simple-ensemble-mean","2025-03-01","Bronx",1,"ILI ED visits","2025-03-08","quantile",0.25,627.082566016731
"simple-ensemble-mean","2025-03-01","Bronx",1,"ILI ED visits","2025-03-08","quantile",0.5,704.604959936582
"simple-ensemble-mean","2025-03-01","Bronx",1,"ILI ED visits","2025-03-08","quantile",0.75,793.12874060691
"simple-ensemble-mean","2025-03-01","Bronx",1,"ILI ED visits","2025-03-08","quantile",0.9,888.467869946675
"simple-ensemble-mean","2025-03-01","Bronx",1,"ILI ED visits","2025-03-08","quantile",0.95,953.277204304215
"simple-ensemble-mean","2025-03-01","Bronx",1,"ILI ED visits","2025-03-08","quantile",0.975,1021.10878891766
"simple-ensemble-mean","2025-03-01","Bronx",2,"ILI ED visits","2025-03-15","quantile",0.025,413.84578250773
"simple-ensemble-mean","2025-03-01","Bronx",2,"ILI ED visits","2025-03-15","quantile",0.05,447.773993361684
"simple-ensemble-mean","2025-03-01","Bronx",2,"ILI ED visits","2025-03-15","quantile",0.1,488.203994701721
"simple-ensemble-mean","2025-03-01","Bronx",2,"ILI ED visits","2025-03-15","quantile",0.25,568.878534854395
"simple-ensemble-mean","2025-03-01","Bronx",2,"ILI ED visits","2025-03-15","quantile",0.5,651.87649305069
"simple-ensemble-mean","2025-03-01","Bronx",2,"ILI ED visits","2025-03-15","quantile",0.75,745.855456922538
"simple-ensemble-mean","2025-03-01","Bronx",2,"ILI ED visits","2025-03-15","quantile",0.9,862.150808628767
"simple-ensemble-mean","2025-03-01","Bronx",2,"ILI ED visits","2025-03-15","quantile",0.95,941.221851613326
"simple-ensemble-mean","2025-03-01","Bronx",2,"ILI ED visits","2025-03-15","quantile",0.975,1017.21831637148
"simple-ensemble-mean","2025-03-01","Bronx",3,"ILI ED visits","2025-03-22","quantile",0.025,368.065267827256
"simple-ensemble-mean","2025-03-01","Bronx",3,"ILI ED visits","2025-03-22","quantile",0.05,396.330559351191
"simple-ensemble-mean","2025-03-01","Bronx",3,"ILI ED visits","2025-03-22","quantile",0.1,435.194518164801
"simple-ensemble-mean","2025-03-01","Bronx",3,"ILI ED visits","2025-03-22","quantile",0.25,532.888657634956
"simple-ensemble-mean","2025-03-01","Bronx",3,"ILI ED visits","2025-03-22","quantile",0.5,617.110911046924
"simple-ensemble-mean","2025-03-01","Bronx",3,"ILI ED visits","2025-03-22","quantile",0.75,713.504860290746
"simple-ensemble-mean","2025-03-01","Bronx",3,"ILI ED visits","2025-03-22","quantile",0.9,844.608275270774
"simple-ensemble-mean","2025-03-01","Bronx",3,"ILI ED visits","2025-03-22","quantile",0.95,934.406668653078
"simple-ensemble-mean","2025-03-01","Bronx",3,"ILI ED visits","2025-03-22","quantile",0.975,1015.59072713696
"simple-ensemble-mean","2025-03-01","Bronx",4,"ILI ED visits","2025-03-29","quantile",0.025,326.57906694561
"simple-ensemble-mean","2025-03-01","Bronx",4,"ILI ED visits","2025-03-29","quantile",0.05,359.135387683484
"simple-ensemble-mean","2025-03-01","Bronx",4,"ILI ED visits","2025-03-29","quantile",0.1,392.546291149065
"simple-ensemble-mean","2025-03-01","Bronx",4,"ILI ED visits","2025-03-29","quantile",0.25,504.384726131752
"simple-ensemble-mean","2025-03-01","Bronx",4,"ILI ED visits","2025-03-29","quantile",0.5,578.333061152095
"simple-ensemble-mean","2025-03-01","Bronx",4,"ILI ED visits","2025-03-29","quantile",0.75,669.456718535319
"simple-ensemble-mean","2025-03-01","Bronx",4,"ILI ED visits","2025-03-29","quantile",0.9,807.741750001873
"simple-ensemble-mean","2025-03-01","Bronx",4,"ILI ED visits","2025-03-29","quantile",0.95,895.370408558404
"simple-ensemble-mean","2025-03-01","Bronx",4,"ILI ED visits","2025-03-29","quantile",0.975,976.356779646556
"simple-ensemble-mean","2025-03-01","Brooklyn",0,"ILI ED visits","2025-03-01","quantile",0.025,688.141047026898
"simple-ensemble-mean","2025-03-01","Brooklyn",0,"ILI ED visits","2025-03-01","quantile",0.05,730.876059776328
"simple-ensemble-mean","2025-03-01","Brooklyn",0,"ILI ED visits","2025-03-01","quantile",0.1,774.982411615311
"simple-ensemble-mean","2025-03-01","Brooklyn",0,"ILI ED visits","2025-03-01","quantile",0.25,841.517415921417
"simple-ensemble-mean","2025-03-01","Brooklyn",0,"ILI ED visits","2025-03-01","quantile",0.5,911.952372646061
"simple-ensemble-mean","2025-03-01","Brooklyn",0,"ILI ED visits","2025-03-01","quantile",0.75,996.389665224955
"simple-ensemble-mean","2025-03-01","Brooklyn",0,"ILI ED visits","2025-03-01","quantile",0.9,1073.39278649318
"simple-ensemble-mean","2025-03-01","Brooklyn",0,"ILI ED visits","2025-03-01","quantile",0.95,1122.84267929748
"simple-ensemble-mean","2025-03-01","Brooklyn",0,"ILI ED visits","2025-03-01","quantile",0.975,1188.72343860022
"simple-ensemble-mean","2025-03-01","Brooklyn",1,"ILI ED visits","2025-03-08","quantile",0.025,570.786713811804
"simple-ensemble-mean","2025-03-01","Brooklyn",1,"ILI ED visits","2025-03-08","quantile",0.05,614.660033298018
"simple-ensemble-mean","2025-03-01","Brooklyn",1,"ILI ED visits","2025-03-08","quantile",0.1,660.746819693186
"simple-ensemble-mean","2025-03-01","Brooklyn",1,"ILI ED visits","2025-03-08","quantile",0.25,736.486169423621
"simple-ensemble-mean","2025-03-01","Brooklyn",1,"ILI ED visits","2025-03-08","quantile",0.5,823.322458916126
"simple-ensemble-mean","2025-03-01","Brooklyn",1,"ILI ED visits","2025-03-08","quantile",0.75,926.980978220861
"simple-ensemble-mean","2025-03-01","Brooklyn",1,"ILI ED visits","2025-03-08","quantile",0.9,1025.39258834809
"simple-ensemble-mean","2025-03-01","Brooklyn",1,"ILI ED visits","2025-03-08","quantile",0.95,1097.3362981973
"simple-ensemble-mean","2025-03-01","Brooklyn",1,"ILI ED visits","2025-03-08","quantile",0.975,1171.61176222763
"simple-ensemble-mean","2025-03-01","Brooklyn",2,"ILI ED visits","2025-03-15","quantile",0.025,487.819520802336
"simple-ensemble-mean","2025-03-01","Brooklyn",2,"ILI ED visits","2025-03-15","quantile",0.05,533.527139025479
"simple-ensemble-mean","2025-03-01","Brooklyn",2,"ILI ED visits","2025-03-15","quantile",0.1,570.421946217844
"simple-ensemble-mean","2025-03-01","Brooklyn",2,"ILI ED visits","2025-03-15","quantile",0.25,664.422970037562
"simple-ensemble-mean","2025-03-01","Brooklyn",2,"ILI ED visits","2025-03-15","quantile",0.5,762.765360661406
"simple-ensemble-mean","2025-03-01","Brooklyn",2,"ILI ED visits","2025-03-15","quantile",0.75,866.936994322999
"simple-ensemble-mean","2025-03-01","Brooklyn",2,"ILI ED visits","2025-03-15","quantile",0.9,999.75272812296
"simple-ensemble-mean","2025-03-01","Brooklyn",2,"ILI ED visits","2025-03-15","quantile",0.95,1081.78646509539
"simple-ensemble-mean","2025-03-01","Brooklyn",2,"ILI ED visits","2025-03-15","quantile",0.975,1176.0629773042
"simple-ensemble-mean","2025-03-01","Brooklyn",3,"ILI ED visits","2025-03-22","quantile",0.025,429.405342290593
"simple-ensemble-mean","2025-03-01","Brooklyn",3,"ILI ED visits","2025-03-22","quantile",0.05,465.570566111575
"simple-ensemble-mean","2025-03-01","Brooklyn",3,"ILI ED visits","2025-03-22","quantile",0.1,506.763612732505
"simple-ensemble-mean","2025-03-01","Brooklyn",3,"ILI ED visits","2025-03-22","quantile",0.25,616.962687499953
"simple-ensemble-mean","2025-03-01","Brooklyn",3,"ILI ED visits","2025-03-22","quantile",0.5,723.313378869622
"simple-ensemble-mean","2025-03-01","Brooklyn",3,"ILI ED visits","2025-03-22","quantile",0.75,831.81960210772
"simple-ensemble-mean","2025-03-01","Brooklyn",3,"ILI ED visits","2025-03-22","quantile",0.9,987.87096843722
"simple-ensemble-mean","2025-03-01","Brooklyn",3,"ILI ED visits","2025-03-22","quantile",0.95,1075.18838353646
"simple-ensemble-mean","2025-03-01","Brooklyn",3,"ILI ED visits","2025-03-22","quantile",0.975,1180.30973461777
"simple-ensemble-mean","2025-03-01","Brooklyn",4,"ILI ED visits","2025-03-29","quantile",0.025,389.530953426544
"simple-ensemble-mean","2025-03-01","Brooklyn",4,"ILI ED visits","2025-03-29","quantile",0.05,417.342674910285
"simple-ensemble-mean","2025-03-01","Brooklyn",4,"ILI ED visits","2025-03-29","quantile",0.1,455.682957961159
"simple-ensemble-mean","2025-03-01","Brooklyn",4,"ILI ED visits","2025-03-29","quantile",0.25,588.817970909205
"simple-ensemble-mean","2025-03-01","Brooklyn",4,"ILI ED visits","2025-03-29","quantile",0.5,684.179843497646
"simple-ensemble-mean","2025-03-01","Brooklyn",4,"ILI ED visits","2025-03-29","quantile",0.75,803.299862886714
"simple-ensemble-mean","2025-03-01","Brooklyn",4,"ILI ED visits","2025-03-29","quantile",0.9,963.051207876496
"simple-ensemble-mean","2025-03-01","Brooklyn",4,"ILI ED visits","2025-03-29","quantile",0.95,1063.79635821739
"simple-ensemble-mean","2025-03-01","Brooklyn",4,"ILI ED visits","2025-03-29","quantile",0.975,1173.55061259895
"simple-ensemble-mean","2025-03-01","Dallas",-1,"Flu ED visits pct","2025-02-22","quantile",0.025,2.49926180866235
"simple-ensemble-mean","2025-03-01","Dallas",-1,"Flu ED visits pct","2025-02-22","quantile",0.05,2.94546180396062
"simple-ensemble-mean","2025-03-01","Dallas",-1,"Flu ED visits pct","2025-02-22","quantile",0.1,3.19930946092491
"simple-ensemble-mean","2025-03-01","Dallas",-1,"Flu ED visits pct","2025-02-22","quantile",0.25,3.75672021082419
"simple-ensemble-mean","2025-03-01","Dallas",-1,"Flu ED visits pct","2025-02-22","quantile",0.5,4.51286733714199
"simple-ensemble-mean","2025-03-01","Dallas",-1,"Flu ED visits pct","2025-02-22","quantile",0.75,5.25626818656338
"simple-ensemble-mean","2025-03-01","Dallas",-1,"Flu ED visits pct","2025-02-22","quantile",0.9,6.08034208617114
"simple-ensemble-mean","2025-03-01","Dallas",-1,"Flu ED visits pct","2025-02-22","quantile",0.95,6.54443028061174
"simple-ensemble-mean","2025-03-01","Dallas",-1,"Flu ED visits pct","2025-02-22","quantile",0.975,7.30333468889812
"simple-ensemble-mean","2025-03-01","Dallas",0,"Flu ED visits pct","2025-03-01","quantile",0.025,1.63889885437101
"simple-ensemble-mean","2025-03-01","Dallas",0,"Flu ED visits pct","2025-03-01","quantile",0.05,1.95869075964288
"simple-ensemble-mean","2025-03-01","Dallas",0,"Flu ED visits pct","2025-03-01","quantile",0.1,2.37469681106393
"simple-ensemble-mean","2025-03-01","Dallas",0,"Flu ED visits pct","2025-03-01","quantile",0.25,3.03926633562396
"simple-ensemble-mean","2025-03-01","Dallas",0,"Flu ED visits pct","2025-03-01","quantile",0.5,3.77596718824599
"simple-ensemble-mean","2025-03-01","Dallas",0,"Flu ED visits pct","2025-03-01","quantile",0.75,4.94731272279587
"simple-ensemble-mean","2025-03-01","Dallas",0,"Flu ED visits pct","2025-03-01","quantile",0.9,6.16655898723523
"simple-ensemble-mean","2025-03-01","Dallas",0,"Flu ED visits pct","2025-03-01","quantile",0.95,6.83586593570842
"simple-ensemble-mean","2025-03-01","Dallas",0,"Flu ED visits pct","2025-03-01","quantile",0.975,8.05067950537796
"simple-ensemble-mean","2025-03-01","Dallas",1,"Flu ED visits pct","2025-03-08","quantile",0.025,1.01361130238239
"simple-ensemble-mean","2025-03-01","Dallas",1,"Flu ED visits pct","2025-03-08","quantile",0.05,1.297897828888
"simple-ensemble-mean","2025-03-01","Dallas",1,"Flu ED visits pct","2025-03-08","quantile",0.1,1.73094484804628
"simple-ensemble-mean","2025-03-01","Dallas",1,"Flu ED visits pct","2025-03-08","quantile",0.25,2.39020960823577
"simple-ensemble-mean","2025-03-01","Dallas",1,"Flu ED visits pct","2025-03-08","quantile",0.5,3.40392933049173
"simple-ensemble-mean","2025-03-01","Dallas",1,"Flu ED visits pct","2025-03-08","quantile",0.75,4.25784026301509
"simple-ensemble-mean","2025-03-01","Dallas",1,"Flu ED visits pct","2025-03-08","quantile",0.9,5.52977395202902
"simple-ensemble-mean","2025-03-01","Dallas",1,"Flu ED visits pct","2025-03-08","quantile",0.95,6.50822484024379
"simple-ensemble-mean","2025-03-01","Dallas",1,"Flu ED visits pct","2025-03-08","quantile",0.975,7.13048411219797
"simple-ensemble-mean","2025-03-01","Dallas",2,"Flu ED visits pct","2025-03-15","quantile",0.025,0.798750184994751
"simple-ensemble-mean","2025-03-01","Dallas",2,"Flu ED visits pct","2025-03-15","quantile",0.05,1.08450730378084
"simple-ensemble-mean","2025-03-01","Dallas",2,"Flu ED visits pct","2025-03-15","quantile",0.1,1.28227324685953
"simple-ensemble-mean","2025-03-01","Dallas",2,"Flu ED visits pct","2025-03-15","quantile",0.25,1.81820510843821
"simple-ensemble-mean","2025-03-01","Dallas",2,"Flu ED visits pct","2025-03-15","quantile",0.5,2.73015838075871
"simple-ensemble-mean","2025-03-01","Dallas",2,"Flu ED visits pct","2025-03-15","quantile",0.75,3.58764247307866
"simple-ensemble-mean","2025-03-01","Dallas",2,"Flu ED visits pct","2025-03-15","quantile",0.9,4.90964630563076
"simple-ensemble-mean","2025-03-01","Dallas",2,"Flu ED visits pct","2025-03-15","quantile",0.95,6.03614284075942
"simple-ensemble-mean","2025-03-01","Dallas",2,"Flu ED visits pct","2025-03-15","quantile",0.975,6.83086190721472
"simple-ensemble-mean","2025-03-01","Dallas",3,"Flu ED visits pct","2025-03-22","quantile",0.025,0.63424610526636
"simple-ensemble-mean","2025-03-01","Dallas",3,"Flu ED visits pct","2025-03-22","quantile",0.05,0.858783843815443
"simple-ensemble-mean","2025-03-01","Dallas",3,"Flu ED visits pct","2025-03-22","quantile",0.1,1.04096418745503
"simple-ensemble-mean","2025-03-01","Dallas",3,"Flu ED visits pct","2025-03-22","quantile",0.25,1.63387575157582
"simple-ensemble-mean","2025-03-01","Dallas",3,"Flu ED visits pct","2025-03-22","quantile",0.5,2.18983628859135
"simple-ensemble-mean","2025-03-01","Dallas",3,"Flu ED visits pct","2025-03-22","quantile",0.75,3.2374794788774
"simple-ensemble-mean","2025-03-01","Dallas",3,"Flu ED visits pct","2025-03-22","quantile",0.9,4.19708939144006
"simple-ensemble-mean","2025-03-01","Dallas",3,"Flu ED visits pct","2025-03-22","quantile",0.95,5.77621774458886
"simple-ensemble-mean","2025-03-01","Dallas",3,"Flu ED visits pct","2025-03-22","quantile",0.975,6.83641149286171
"simple-ensemble-mean","2025-03-01","Dallas",4,"Flu ED visits pct","2025-03-29","quantile",0.025,0.16970045
"simple-ensemble-mean","2025-03-01","Dallas",4,"Flu ED visits pct","2025-03-29","quantile",0.05,0.222182575
"simple-ensemble-mean","2025-03-01","Dallas",4,"Flu ED visits pct","2025-03-29","quantile",0.1,0.28871225
"simple-ensemble-mean","2025-03-01","Dallas",4,"Flu ED visits pct","2025-03-29","quantile",0.25,0.9595305
"simple-ensemble-mean","2025-03-01","Dallas",4,"Flu ED visits pct","2025-03-29","quantile",0.5,1.7327525
"simple-ensemble-mean","2025-03-01","Dallas",4,"Flu ED visits pct","2025-03-29","quantile",0.75,2.6811525
"simple-ensemble-mean","2025-03-01","Dallas",4,"Flu ED visits pct","2025-03-29","quantile",0.9,4.325216
"simple-ensemble-mean","2025-03-01","Dallas",4,"Flu ED visits pct","2025-03-29","quantile",0.95,5.31318625
"simple-ensemble-mean","2025-03-01","Dallas",4,"Flu ED visits pct","2025-03-29","quantile",0.975,5.800197875
"simple-ensemble-mean","2025-03-01","El Paso",-1,"Flu ED visits pct","2025-02-22","quantile",0.025,2.46639386994497
"simple-ensemble-mean","2025-03-01","El Paso",-1,"Flu ED visits pct","2025-02-22","quantile",0.05,2.73908348285993
"simple-ensemble-mean","2025-03-01","El Paso",-1,"Flu ED visits pct","2025-02-22","quantile",0.1,3.06861641802387
"simple-ensemble-mean","2025-03-01","El Paso",-1,"Flu ED visits pct","2025-02-22","quantile",0.25,3.4834676391423
"simple-ensemble-mean","2025-03-01","El Paso",-1,"Flu ED visits pct","2025-02-22","quantile",0.5,4.14052750416318
"simple-ensemble-mean","2025-03-01","El Paso",-1,"Flu ED visits pct","2025-02-22","quantile",0.75,4.84003940726063
"simple-ensemble-mean","2025-03-01","El Paso",-1,"Flu ED visits pct","2025-02-22","quantile",0.9,5.60134100547927
"simple-ensemble-mean","2025-03-01","El Paso",-1,"Flu ED visits pct","2025-02-22","quantile",0.95,6.09242278969424
"simple-ensemble-mean","2025-03-01","El Paso",-1,"Flu ED visits pct","2025-02-22","quantile",0.975,6.76713495593239
"simple-ensemble-mean","2025-03-01","El Paso",0,"Flu ED visits pct","2025-03-01","quantile",0.025,1.51603917975746
"simple-ensemble-mean","2025-03-01","El Paso",0,"Flu ED visits pct","2025-03-01","quantile",0.05,1.90715949754158
"simple-ensemble-mean","2025-03-01","El Paso",0,"Flu ED visits pct","2025-03-01","quantile",0.1,2.09803829238123
"simple-ensemble-mean","2025-03-01","El Paso",0,"Flu ED visits pct","2025-03-01","quantile",0.25,2.68263664482776
"simple-ensemble-mean","2025-03-01","El Paso",0,"Flu ED visits pct","2025-03-01","quantile",0.5,3.64009809957662
"simple-ensemble-mean","2025-03-01","El Paso",0,"Flu ED visits pct","2025-03-01","quantile",0.75,4.72951429639966
"simple-ensemble-mean","2025-03-01","El Paso",0,"Flu ED visits pct","2025-03-01","quantile",0.9,5.69667825964561
"simple-ensemble-mean","2025-03-01","El Paso",0,"Flu ED visits pct","2025-03-01","quantile",0.95,6.56973309706346
"simple-ensemble-mean","2025-03-01","El Paso",0,"Flu ED visits pct","2025-03-01","quantile",0.975,7.46607614322836
"simple-ensemble-mean","2025-03-01","El Paso",1,"Flu ED visits pct","2025-03-08","quantile",0.025,1.25553961323709
"simple-ensemble-mean","2025-03-01","El Paso",1,"Flu ED visits pct","2025-03-08","quantile",0.05,1.35139866697109
"simple-ensemble-mean","2025-03-01","El Paso",1,"Flu ED visits pct","2025-03-08","quantile",0.1,1.78709024846063
"simple-ensemble-mean","2025-03-01","El Paso",1,"Flu ED visits pct","2025-03-08","quantile",0.25,2.3305864759038
"simple-ensemble-mean","2025-03-01","El Paso",1,"Flu ED visits pct","2025-03-08","quantile",0.5,3.05750954953442
"simple-ensemble-mean","2025-03-01","El Paso",1,"Flu ED visits pct","2025-03-08","quantile",0.75,4.14644696125171
"simple-ensemble-mean","2025-03-01","El Paso",1,"Flu ED visits pct","2025-03-08","quantile",0.9,5.20436958097685
"simple-ensemble-mean","2025-03-01","El Paso",1,"Flu ED visits pct","2025-03-08","quantile",0.95,6.20182140923215
"simple-ensemble-mean","2025-03-01","El Paso",1,"Flu ED visits pct","2025-03-08","quantile",0.975,7.07326751446286
"simple-ensemble-mean","2025-03-01","El Paso",2,"Flu ED visits pct","2025-03-15","quantile",0.025,0.937130576118204
"simple-ensemble-mean","2025-03-01","El Paso",2,"Flu ED visits pct","2025-03-15","quantile",0.05,1.10073279260534
"simple-ensemble-mean","2025-03-01","El Paso",2,"Flu ED visits pct","2025-03-15","quantile",0.1,1.26016012606004
"simple-ensemble-mean","2025-03-01","El Paso",2,"Flu ED visits pct","2025-03-15","quantile",0.25,1.78102432861756
"simple-ensemble-mean","2025-03-01","El Paso",2,"Flu ED visits pct","2025-03-15","quantile",0.5,2.70486651787113
"simple-ensemble-mean","2025-03-01","El Paso",2,"Flu ED visits pct","2025-03-15","quantile",0.75,3.57468232597282
"simple-ensemble-mean","2025-03-01","El Paso",2,"Flu ED visits pct","2025-03-15","quantile",0.9,5.10502214648053
"simple-ensemble-mean","2025-03-01","El Paso",2,"Flu ED visits pct","2025-03-15","quantile",0.95,6.1461560108762
"simple-ensemble-mean","2025-03-01","El Paso",2,"Flu ED visits pct","2025-03-15","quantile",0.975,6.92213231111987
"simple-ensemble-mean","2025-03-01","El Paso",3,"Flu ED visits pct","2025-03-22","quantile",0.025,0.812216724774303
