Ind1Name,Dim1Name,Dim1Value,Dim2Name,Dim2Value,Date ,Select Metric,
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2025 wk26,Average Ratio,0.0051
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2025 wk27,Average Ratio,0.0047
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2025 wk28,Average Ratio,0.0046
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2025 wk29,Average Ratio,0.0039
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2025 wk30,Average Ratio,0.0041
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2025 wk31,Average Ratio,0.0033
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2025 wk32,Average Ratio,0.0037
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2025 wk33,Average Ratio,0.0043
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2025 wk34,Average Ratio,0.0041
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2025 wk35,Average Ratio,0.0037
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2025 wk36,Average Ratio,0.0035
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2025 wk37,Average Ratio,0.0039
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2025 wk38,Average Ratio,0.0055
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2025 wk39,Average Ratio,0.0055
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2025 wk40,Average Ratio,0.005
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2025 wk41,Average Ratio,0.0046
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2025 wk42,Average Ratio,0.005
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2025 wk43,Average Ratio,0.0056
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2025 wk44,Average Ratio,0.0059
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2025 wk45,Average Ratio,0.0065
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2025 wk46,Average Ratio,0.0062
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2025 wk47,Average Ratio,0.0091
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2025 wk48,Average Ratio,0.0132
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2025 wk49,Average Ratio,0.0162
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2025 wk50,Average Ratio,0.0239
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2025 wk51,Average Ratio,0.0304
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2025 wk52,Average Ratio,0.025
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2025 wk53,Average Ratio,0.0176
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2026 wk1,Average Ratio,0.0142
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2026 wk2,Average Ratio,0.0124
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2024 wk27,Average Ratio,0.0159
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2024 wk28,Average Ratio,0.0244
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2024 wk29,Average Ratio,0.0206
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2024 wk30,Average Ratio,0.0248
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2024 wk31,Average Ratio,0.0194
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2024 wk32,Average Ratio,0.0262
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2024 wk33,Average Ratio,0.0208
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2024 wk34,Average Ratio,0.0199
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2024 wk35,Average Ratio,0.0268
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2024 wk36,Average Ratio,0.0196
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2024 wk37,Average Ratio,0.0243
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2024 wk38,Average Ratio,0.0322
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2024 wk39,Average Ratio,0.0319
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2024 wk40,Average Ratio,0.0272
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2024 wk41,Average Ratio,0.0291
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2024 wk42,Average Ratio,0.0346
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2024 wk43,Average Ratio,0.0346
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2024 wk44,Average Ratio,0.0345
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2024 wk45,Average Ratio,0.0362
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2024 wk46,Average Ratio,0.0429
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2024 wk47,Average Ratio,0.0403
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2024 wk48,Average Ratio,0.0428
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2024 wk49,Average Ratio,0.0457
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2024 wk50,Average Ratio,0.0431
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2024 wk51,Average Ratio,0.0463
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2024 wk52,Average Ratio,0.0497
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2024 wk53,Average Ratio,0.0508
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2025 wk1,Average Ratio,0.049
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2025 wk2,Average Ratio,0.0452
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2025 wk3,Average Ratio,0.0487
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2025 wk4,Average Ratio,0.0614
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2025 wk5,Average Ratio,0.0519
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2025 wk6,Average Ratio,0.0513
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2025 wk7,Average Ratio,0.0451
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2025 wk8,Average Ratio,0.037
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2025 wk9,Average Ratio,0.038
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2025 wk10,Average Ratio,0.0311
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2025 wk11,Average Ratio,0.0309
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2025 wk12,Average Ratio,0.0373
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2025 wk13,Average Ratio,0.0321
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2025 wk14,Average Ratio,0.0297
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2025 wk15,Average Ratio,0.0312
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2025 wk16,Average Ratio,0.0286
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2025 wk17,Average Ratio,0.0269
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2025 wk18,Average Ratio,0.0262
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2025 wk19,Average Ratio,0.03
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2025 wk20,Average Ratio,0.0339
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2025 wk21,Average Ratio,0.0291
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2025 wk22,Average Ratio,0.0312
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2025 wk23,Average Ratio,0.0297
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2025 wk24,Average Ratio,0.0322
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2025 wk25,Average Ratio,0.0336
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2025 wk26,Average Ratio,0.031
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2025 wk27,Average Ratio,0.0279
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2025 wk28,Average Ratio,0.0289
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2025 wk29,Average Ratio,0.0256
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2025 wk30,Average Ratio,0.0229
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2025 wk31,Average Ratio,0.0163
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2025 wk32,Average Ratio,0.0195
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2025 wk33,Average Ratio,0.0198
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2025 wk34,Average Ratio,0.0201
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2025 wk35,Average Ratio,0.0169
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2025 wk36,Average Ratio,0.0206
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2025 wk37,Average Ratio,0.0174
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2025 wk38,Average Ratio,0.0271
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2025 wk39,Average Ratio,0.0299
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2025 wk40,Average Ratio,0.0282
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2025 wk41,Average Ratio,0.0262
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2025 wk42,Average Ratio,0.0327
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2025 wk43,Average Ratio,0.0285
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2025 wk44,Average Ratio,0.0332
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2025 wk45,Average Ratio,0.0356
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2025 wk46,Average Ratio,0.0341
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2025 wk47,Average Ratio,0.0364
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2025 wk48,Average Ratio,0.044
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2025 wk49,Average Ratio,0.0562
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2025 wk50,Average Ratio,0.0659
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2025 wk51,Average Ratio,0.0835
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2025 wk52,Average Ratio,0.0644
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2025 wk53,Average Ratio,0.0583
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2026 wk1,Average Ratio,0.0432
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,2026 wk2,Average Ratio,0.0421
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2024 wk27,Average Ratio,0.0074
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2024 wk28,Average Ratio,0.0095
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2024 wk29,Average Ratio,0.0097
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2024 wk30,Average Ratio,0.0102
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2024 wk31,Average Ratio,0.011
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2024 wk32,Average Ratio,0.0103
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2024 wk33,Average Ratio,0.0092
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2024 wk34,Average Ratio,0.0115
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2024 wk35,Average Ratio,0.0108
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2024 wk36,Average Ratio,0.0079
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2024 wk37,Average Ratio,0.0115
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2024 wk38,Average Ratio,0.0139
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2024 wk39,Average Ratio,0.014
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2024 wk40,Average Ratio,0.0138
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2024 wk41,Average Ratio,0.0158
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2024 wk42,Average Ratio,0.0179
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2024 wk43,Average Ratio,0.0175
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2024 wk44,Average Ratio,0.0139
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2024 wk45,Average Ratio,0.0195
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2024 wk46,Average Ratio,0.019
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2024 wk47,Average Ratio,0.0165
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2024 wk48,Average Ratio,0.0238
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2024 wk49,Average Ratio,0.0244
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2024 wk50,Average Ratio,0.0246
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2024 wk51,Average Ratio,0.031
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2024 wk52,Average Ratio,0.037
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2024 wk53,Average Ratio,0.0334
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2025 wk1,Average Ratio,0.0301
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2025 wk2,Average Ratio,0.036
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2025 wk3,Average Ratio,0.0491
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2025 wk4,Average Ratio,0.0597
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2025 wk5,Average Ratio,0.0502
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2025 wk6,Average Ratio,0.0413
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2025 wk7,Average Ratio,0.0371
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2025 wk8,Average Ratio,0.0327
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2025 wk9,Average Ratio,0.0216
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2025 wk10,Average Ratio,0.0225
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2025 wk11,Average Ratio,0.0225
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2025 wk12,Average Ratio,0.0221
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2025 wk13,Average Ratio,0.0192
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2025 wk14,Average Ratio,0.0209
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2025 wk15,Average Ratio,0.0204
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2025 wk16,Average Ratio,0.0142
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2025 wk17,Average Ratio,0.0094
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2025 wk18,Average Ratio,0.0096
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2025 wk19,Average Ratio,0.0122
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2025 wk20,Average Ratio,0.0155
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2025 wk21,Average Ratio,0.0133
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2025 wk22,Average Ratio,0.0103
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2025 wk23,Average Ratio,0.0119
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2025 wk24,Average Ratio,0.0137
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2025 wk25,Average Ratio,0.0144
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2025 wk26,Average Ratio,0.0136
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2025 wk27,Average Ratio,0.014
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2025 wk28,Average Ratio,0.0133
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2025 wk29,Average Ratio,0.0109
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2025 wk30,Average Ratio,0.0096
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2025 wk31,Average Ratio,0.0089
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2025 wk32,Average Ratio,0.0075
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2025 wk33,Average Ratio,0.0129
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2025 wk34,Average Ratio,0.0124
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2025 wk35,Average Ratio,0.007
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2025 wk36,Average Ratio,0.008
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2025 wk37,Average Ratio,0.0095
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2025 wk38,Average Ratio,0.0142
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2025 wk39,Average Ratio,0.0125
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2025 wk40,Average Ratio,0.0091
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2025 wk41,Average Ratio,0.011
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2025 wk42,Average Ratio,0.0109
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2025 wk43,Average Ratio,0.0151
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2025 wk44,Average Ratio,0.0156
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2025 wk45,Average Ratio,0.0148
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2025 wk46,Average Ratio,0.0164
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2025 wk47,Average Ratio,0.0283
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2025 wk48,Average Ratio,0.0432
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2025 wk49,Average Ratio,0.0459
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2025 wk50,Average Ratio,0.0674
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2025 wk51,Average Ratio,0.0731
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2025 wk52,Average Ratio,0.0558
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2025 wk53,Average Ratio,0.0294
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2026 wk1,Average Ratio,0.023
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 5-17 years,2026 wk2,Average Ratio,0.0173
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 18-64 years,2024 wk27,Average Ratio,0.0014
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 18-64 years,2024 wk28,Average Ratio,0.002
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 18-64 years,2024 wk29,Average Ratio,0.0024
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 18-64 years,2024 wk30,Average Ratio,0.003
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 18-64 years,2024 wk31,Average Ratio,0.0027
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 18-64 years,2024 wk32,Average Ratio,0.0023
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 18-64 years,2024 wk33,Average Ratio,0.0025
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 18-64 years,2024 wk34,Average Ratio,0.003
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 18-64 years,2024 wk35,Average Ratio,0.003
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 18-64 years,2024 wk36,Average Ratio,0.0027
