Ind1Name,Dim1Name,Dim1Value,Dim2Name,Dim2Value,Date ,Select Metric,
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,10/1/24,Count,72
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,10/2/24,Count,76
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,10/3/24,Count,40
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,10/4/24,Count,65
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,10/5/24,Count,68
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,10/6/24,Count,64
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,10/7/24,Count,85
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,10/8/24,Count,63
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,10/9/24,Count,63
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,10/10/24,Count,67
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,10/11/24,Count,70
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,10/12/24,Count,57
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,10/13/24,Count,65
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,10/14/24,Count,59
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,10/15/24,Count,89
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,10/16/24,Count,82
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,10/17/24,Count,74
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,10/18/24,Count,75
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,10/19/24,Count,77
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,10/20/24,Count,62
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,10/21/24,Count,103
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,10/22/24,Count,86
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,10/23/24,Count,99
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,10/24/24,Count,90
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,10/25/24,Count,66
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,10/26/24,Count,56
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,10/27/24,Count,63
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,10/28/24,Count,74
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,10/29/24,Count,66
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,10/30/24,Count,71
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,10/31/24,Count,73
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,11/1/24,Count,69
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,11/2/24,Count,52
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,11/3/24,Count,86
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,11/4/24,Count,108
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,11/5/24,Count,78
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,11/6/24,Count,81
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,11/7/24,Count,61
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,11/8/24,Count,79
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,11/9/24,Count,77
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,11/10/24,Count,61
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,11/11/24,Count,93
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,11/12/24,Count,79
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,11/13/24,Count,107
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,11/14/24,Count,103
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,11/15/24,Count,81
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,11/16/24,Count,70
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,11/17/24,Count,75
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,11/18/24,Count,97
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,11/19/24,Count,121
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,11/20/24,Count,111
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,11/21/24,Count,80
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,11/22/24,Count,83
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,11/23/24,Count,62
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,11/24/24,Count,84
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,11/25/24,Count,120
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,11/26/24,Count,99
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,11/27/24,Count,105
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,11/28/24,Count,61
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,11/29/24,Count,114
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,11/30/24,Count,93
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,12/1/24,Count,95
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,12/2/24,Count,110
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,12/3/24,Count,140
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,12/4/24,Count,124
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,12/5/24,Count,105
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,12/6/24,Count,110
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,12/7/24,Count,121
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,12/8/24,Count,104
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,12/9/24,Count,156
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,12/10/24,Count,128
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,12/11/24,Count,128
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,12/12/24,Count,128
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,12/13/24,Count,107
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,12/14/24,Count,120
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,12/15/24,Count,109
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,12/16/24,Count,182
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,12/17/24,Count,160
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,12/18/24,Count,137
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,12/19/24,Count,156
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,12/20/24,Count,133
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,12/21/24,Count,127
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,12/22/24,Count,154
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,12/23/24,Count,168
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,12/24/24,Count,135
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,12/25/24,Count,167
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,12/26/24,Count,216
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,12/27/24,Count,216
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,12/28/24,Count,212
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,12/29/24,Count,232
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,12/30/24,Count,241
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,12/31/24,Count,147
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,1/1/25,Count,202
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,1/2/25,Count,225
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,1/3/25,Count,186
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,1/4/25,Count,153
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,1/5/25,Count,151
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,1/6/25,Count,210
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,1/7/25,Count,202
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,1/8/25,Count,223
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,1/9/25,Count,200
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,1/10/25,Count,179
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,1/11/25,Count,183
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,1/12/25,Count,228
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,1/13/25,Count,305
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,1/14/25,Count,234
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,1/15/25,Count,230
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,1/16/25,Count,230
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,1/17/25,Count,233
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,1/18/25,Count,204
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,1/19/25,Count,249
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,1/20/25,Count,295
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,1/21/25,Count,316
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,1/22/25,Count,301
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,1/23/25,Count,259
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,1/24/25,Count,212
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,1/25/25,Count,177
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,1/26/25,Count,224
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,1/27/25,Count,241
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,1/28/25,Count,272
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,1/29/25,Count,241
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,1/30/25,Count,206
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,1/31/25,Count,193
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2/1/25,Count,167
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2/2/25,Count,189
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2/3/25,Count,249
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2/4/25,Count,218
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2/5/25,Count,213
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2/6/25,Count,191
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2/7/25,Count,157
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2/8/25,Count,165
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2/9/25,Count,146
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2/10/25,Count,227
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2/11/25,Count,189
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2/12/25,Count,163
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2/13/25,Count,144
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2/14/25,Count,147
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2/15/25,Count,116
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2/16/25,Count,114
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2/17/25,Count,142
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2/18/25,Count,150
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2/19/25,Count,157
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2/20/25,Count,131
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2/21/25,Count,99
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2/22/25,Count,99
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2/23/25,Count,100
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2/24/25,Count,94
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2/25/25,Count,136
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2/26/25,Count,113
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2/27/25,Count,124
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2/28/25,Count,93
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,3/1/25,Count,84
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,3/2/25,Count,78
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,3/3/25,Count,127
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,3/4/25,Count,112
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,3/5/25,Count,76
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,3/6/25,Count,93
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,3/7/25,Count,94
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,3/8/25,Count,99
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,3/9/25,Count,93
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,3/10/25,Count,119
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,3/11/25,Count,87
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,3/12/25,Count,102
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,3/13/25,Count,109
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,3/14/25,Count,83
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,3/15/25,Count,86
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,8/29/24,Count,12
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,8/30/24,Count,11
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,8/31/24,Count,13
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,9/1/24,Count,20
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,9/2/24,Count,12
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,9/3/24,Count,11
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,9/4/24,Count,17
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,9/5/24,Count,8
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,9/6/24,Count,15
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,9/7/24,Count,10
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,9/8/24,Count,18
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,9/9/24,Count,18
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,9/10/24,Count,18
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,9/11/24,Count,15
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,9/12/24,Count,14
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,9/13/24,Count,25
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,9/14/24,Count,18
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,9/15/24,Count,26
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,9/16/24,Count,30
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,9/17/24,Count,32
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,9/18/24,Count,25
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,9/19/24,Count,31
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,9/20/24,Count,29
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,9/21/24,Count,25
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,9/22/24,Count,18
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,9/23/24,Count,35
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,9/24/24,Count,25
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,9/25/24,Count,29
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,9/26/24,Count,26
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,9/27/24,Count,30
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,9/28/24,Count,24
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,9/29/24,Count,14
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,9/30/24,Count,22
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,10/1/24,Count,28
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,10/2/24,Count,31
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,10/3/24,Count,14
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,10/4/24,Count,21
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,10/5/24,Count,31
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,10/6/24,Count,21
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,10/7/24,Count,42
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,10/8/24,Count,24
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,10/9/24,Count,13
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,10/10/24,Count,24
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,10/11/24,Count,26
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,10/12/24,Count,24
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,10/13/24,Count,26
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,10/14/24,Count,30
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,10/15/24,Count,27
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,10/16/24,Count,32
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,10/17/24,Count,24
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,10/18/24,Count,33
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,10/19/24,Count,29
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,10/20/24,Count,31
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,10/21/24,Count,45
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,10/22/24,Count,22
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,10/23/24,Count,41
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,10/24/24,Count,35
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,10/25/24,Count,26
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,10/26/24,Count,24
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,10/27/24,Count,21
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,10/28/24,Count,31
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,10/29/24,Count,25
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,10/30/24,Count,33
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,10/31/24,Count,38
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,11/1/24,Count,39
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,11/2/24,Count,28
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,11/3/24,Count,46
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,11/4/24,Count,38
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,11/5/24,Count,45
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,11/6/24,Count,28
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,11/7/24,Count,28
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,11/8/24,Count,31
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,11/9/24,Count,28
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,11/10/24,Count,34
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,11/11/24,Count,41
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,11/12/24,Count,44
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,11/13/24,Count,50
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,11/14/24,Count,50
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,11/15/24,Count,35
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,11/16/24,Count,42
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,11/17/24,Count,35
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,11/18/24,Count,53
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,11/19/24,Count,48
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,11/20/24,Count,54
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,11/21/24,Count,36
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,11/22/24,Count,40
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,11/23/24,Count,32
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,11/24/24,Count,39
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,11/25/24,Count,57
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,11/26/24,Count,40
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,11/27/24,Count,56
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,11/28/24,Count,32
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,11/29/24,Count,67
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,11/30/24,Count,41
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,12/1/24,Count,48
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,12/2/24,Count,46
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,12/3/24,Count,65
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,12/4/24,Count,62
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,12/5/24,Count,44
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,12/6/24,Count,49
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,12/7/24,Count,56
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,12/8/24,Count,42
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,12/9/24,Count,67
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,12/10/24,Count,54
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,12/11/24,Count,56
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,12/12/24,Count,51
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,12/13/24,Count,44
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,12/14/24,Count,46
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,12/15/24,Count,40
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,12/16/24,Count,65
Influenza-like illness (ILI),Borough,Bronx,Age Group,Ages 0-4 years,12/17/24,Count,52
