geo_value,signal,time_value,value,region
north-carolina,pct_ed_visits_influenza,3/13/10,0.15,north-carolina
north-carolina,pct_ed_visits_influenza,3/20/10,0.16,north-carolina
north-carolina,pct_ed_visits_influenza,3/27/10,0.14,north-carolina
north-carolina,pct_ed_visits_influenza,4/3/10,0.11,north-carolina
north-carolina,pct_ed_visits_influenza,4/10/10,0.07,north-carolina
north-carolina,pct_ed_visits_influenza,4/17/10,0.05,north-carolina
north-carolina,pct_ed_visits_influenza,4/24/10,0.04,north-carolina
north-carolina,pct_ed_visits_influenza,5/1/10,0.04,north-carolina
north-carolina,pct_ed_visits_influenza,5/8/10,0.04,north-carolina
north-carolina,pct_ed_visits_influenza,5/15/10,0.04,north-carolina
north-carolina,pct_ed_visits_influenza,5/22/10,0.03,north-carolina
north-carolina,pct_ed_visits_influenza,5/29/10,0.02,north-carolina
north-carolina,pct_ed_visits_influenza,6/5/10,0.02,north-carolina
north-carolina,pct_ed_visits_influenza,6/12/10,0.02,north-carolina
north-carolina,pct_ed_visits_influenza,6/19/10,0.02,north-carolina
north-carolina,pct_ed_visits_influenza,6/26/10,0.01,north-carolina
north-carolina,pct_ed_visits_influenza,7/3/10,0.01,north-carolina
north-carolina,pct_ed_visits_influenza,7/10/10,0.01,north-carolina
north-carolina,pct_ed_visits_influenza,7/17/10,0.01,north-carolina
north-carolina,pct_ed_visits_influenza,7/24/10,0.01,north-carolina
north-carolina,pct_ed_visits_influenza,7/31/10,0.01,north-carolina
north-carolina,pct_ed_visits_influenza,8/7/10,0.02,north-carolina
north-carolina,pct_ed_visits_influenza,8/14/10,0.02,north-carolina
north-carolina,pct_ed_visits_influenza,8/21/10,0.02,north-carolina
north-carolina,pct_ed_visits_influenza,8/28/10,0.01,north-carolina
north-carolina,pct_ed_visits_influenza,9/4/10,0.03,north-carolina
north-carolina,pct_ed_visits_influenza,9/11/10,0.02,north-carolina
north-carolina,pct_ed_visits_influenza,9/18/10,0.04,north-carolina
north-carolina,pct_ed_visits_influenza,9/25/10,0.04,north-carolina
north-carolina,pct_ed_visits_influenza,10/2/10,0.04,north-carolina
north-carolina,pct_ed_visits_influenza,10/9/10,0.06,north-carolina
north-carolina,pct_ed_visits_influenza,10/16/10,0.06,north-carolina
north-carolina,pct_ed_visits_influenza,10/23/10,0.07,north-carolina
north-carolina,pct_ed_visits_influenza,10/30/10,0.07,north-carolina
north-carolina,pct_ed_visits_influenza,11/6/10,0.10,north-carolina
north-carolina,pct_ed_visits_influenza,11/13/10,0.10,north-carolina
north-carolina,pct_ed_visits_influenza,11/20/10,0.13,north-carolina
north-carolina,pct_ed_visits_influenza,11/27/10,0.11,north-carolina
north-carolina,pct_ed_visits_influenza,12/4/10,0.11,north-carolina
north-carolina,pct_ed_visits_influenza,12/11/10,0.14,north-carolina
north-carolina,pct_ed_visits_influenza,12/18/10,0.23,north-carolina
north-carolina,pct_ed_visits_influenza,12/25/10,0.43,north-carolina
north-carolina,pct_ed_visits_influenza,1/1/11,0.67,north-carolina
north-carolina,pct_ed_visits_influenza,1/8/11,0.88,north-carolina
north-carolina,pct_ed_visits_influenza,1/15/11,1.27,north-carolina
north-carolina,pct_ed_visits_influenza,1/22/11,1.80,north-carolina
north-carolina,pct_ed_visits_influenza,1/29/11,2.42,north-carolina
north-carolina,pct_ed_visits_influenza,2/5/11,3.38,north-carolina
north-carolina,pct_ed_visits_influenza,2/12/11,3.57,north-carolina
north-carolina,pct_ed_visits_influenza,2/19/11,3.32,north-carolina
north-carolina,pct_ed_visits_influenza,2/26/11,2.39,north-carolina
north-carolina,pct_ed_visits_influenza,3/5/11,1.46,north-carolina
north-carolina,pct_ed_visits_influenza,3/12/11,0.85,north-carolina
north-carolina,pct_ed_visits_influenza,3/19/11,0.55,north-carolina
north-carolina,pct_ed_visits_influenza,3/26/11,0.35,north-carolina
north-carolina,pct_ed_visits_influenza,4/2/11,0.21,north-carolina
north-carolina,pct_ed_visits_influenza,4/9/11,0.17,north-carolina
north-carolina,pct_ed_visits_influenza,4/16/11,0.12,north-carolina
north-carolina,pct_ed_visits_influenza,4/23/11,0.08,north-carolina
north-carolina,pct_ed_visits_influenza,4/30/11,0.05,north-carolina
north-carolina,pct_ed_visits_influenza,5/7/11,0.03,north-carolina
north-carolina,pct_ed_visits_influenza,5/14/11,0.02,north-carolina
north-carolina,pct_ed_visits_influenza,5/21/11,0.03,north-carolina
north-carolina,pct_ed_visits_influenza,5/28/11,0.02,north-carolina
north-carolina,pct_ed_visits_influenza,6/4/11,0.01,north-carolina
north-carolina,pct_ed_visits_influenza,6/11/11,0.02,north-carolina
north-carolina,pct_ed_visits_influenza,6/18/11,0.01,north-carolina
north-carolina,pct_ed_visits_influenza,6/25/11,0.01,north-carolina
north-carolina,pct_ed_visits_influenza,7/2/11,0.01,north-carolina
north-carolina,pct_ed_visits_influenza,7/9/11,0.02,north-carolina
north-carolina,pct_ed_visits_influenza,7/16/11,0.01,north-carolina
north-carolina,pct_ed_visits_influenza,7/23/11,0.01,north-carolina
north-carolina,pct_ed_visits_influenza,7/30/11,0.01,north-carolina
north-carolina,pct_ed_visits_influenza,8/6/11,0.01,north-carolina
north-carolina,pct_ed_visits_influenza,8/13/11,0.01,north-carolina
north-carolina,pct_ed_visits_influenza,8/20/11,0.02,north-carolina
north-carolina,pct_ed_visits_influenza,8/27/11,0.01,north-carolina
north-carolina,pct_ed_visits_influenza,9/3/11,0.01,north-carolina
north-carolina,pct_ed_visits_influenza,9/10/11,0.02,north-carolina
north-carolina,pct_ed_visits_influenza,9/17/11,0.03,north-carolina
north-carolina,pct_ed_visits_influenza,9/24/11,0.03,north-carolina
north-carolina,pct_ed_visits_influenza,10/1/11,0.04,north-carolina
north-carolina,pct_ed_visits_influenza,10/8/11,0.05,north-carolina
north-carolina,pct_ed_visits_influenza,10/15/11,0.05,north-carolina
north-carolina,pct_ed_visits_influenza,10/22/11,0.08,north-carolina
north-carolina,pct_ed_visits_influenza,10/29/11,0.07,north-carolina
north-carolina,pct_ed_visits_influenza,11/5/11,0.06,north-carolina
north-carolina,pct_ed_visits_influenza,11/12/11,0.08,north-carolina
north-carolina,pct_ed_visits_influenza,11/19/11,0.09,north-carolina
north-carolina,pct_ed_visits_influenza,11/26/11,0.08,north-carolina
north-carolina,pct_ed_visits_influenza,12/3/11,0.07,north-carolina
north-carolina,pct_ed_visits_influenza,12/10/11,0.11,north-carolina
north-carolina,pct_ed_visits_influenza,12/17/11,0.10,north-carolina
north-carolina,pct_ed_visits_influenza,12/24/11,0.11,north-carolina
north-carolina,pct_ed_visits_influenza,12/31/11,0.13,north-carolina
north-carolina,pct_ed_visits_influenza,1/7/12,0.14,north-carolina
north-carolina,pct_ed_visits_influenza,1/14/12,0.12,north-carolina
north-carolina,pct_ed_visits_influenza,1/21/12,0.14,north-carolina
north-carolina,pct_ed_visits_influenza,1/28/12,0.11,north-carolina
north-carolina,pct_ed_visits_influenza,2/4/12,0.09,north-carolina
north-carolina,pct_ed_visits_influenza,2/11/12,0.10,north-carolina
north-carolina,pct_ed_visits_influenza,2/18/12,0.15,north-carolina
north-carolina,pct_ed_visits_influenza,2/25/12,0.17,north-carolina
north-carolina,pct_ed_visits_influenza,3/3/12,0.19,north-carolina
north-carolina,pct_ed_visits_influenza,3/10/12,0.22,north-carolina
north-carolina,pct_ed_visits_influenza,3/17/12,0.20,north-carolina
north-carolina,pct_ed_visits_influenza,3/24/12,0.17,north-carolina
north-carolina,pct_ed_visits_influenza,3/31/12,0.16,north-carolina
north-carolina,pct_ed_visits_influenza,4/7/12,0.11,north-carolina
north-carolina,pct_ed_visits_influenza,4/14/12,0.10,north-carolina
north-carolina,pct_ed_visits_influenza,4/21/12,0.08,north-carolina
north-carolina,pct_ed_visits_influenza,4/28/12,0.07,north-carolina
north-carolina,pct_ed_visits_influenza,5/5/12,0.07,north-carolina
north-carolina,pct_ed_visits_influenza,5/12/12,0.06,north-carolina
north-carolina,pct_ed_visits_influenza,5/19/12,0.04,north-carolina
north-carolina,pct_ed_visits_influenza,5/26/12,0.03,north-carolina
north-carolina,pct_ed_visits_influenza,6/2/12,0.03,north-carolina
north-carolina,pct_ed_visits_influenza,6/9/12,0.03,north-carolina
north-carolina,pct_ed_visits_influenza,6/16/12,0.01,north-carolina
north-carolina,pct_ed_visits_influenza,6/23/12,0.01,north-carolina
north-carolina,pct_ed_visits_influenza,6/30/12,0.01,north-carolina
north-carolina,pct_ed_visits_influenza,7/7/12,0.01,north-carolina
north-carolina,pct_ed_visits_influenza,7/14/12,0.02,north-carolina
north-carolina,pct_ed_visits_influenza,7/21/12,0.01,north-carolina
north-carolina,pct_ed_visits_influenza,7/28/12,0.01,north-carolina
north-carolina,pct_ed_visits_influenza,8/4/12,0.01,north-carolina
north-carolina,pct_ed_visits_influenza,8/11/12,0.01,north-carolina
north-carolina,pct_ed_visits_influenza,8/18/12,0.01,north-carolina
north-carolina,pct_ed_visits_influenza,8/25/12,0.03,north-carolina
north-carolina,pct_ed_visits_influenza,9/1/12,0.01,north-carolina
north-carolina,pct_ed_visits_influenza,9/8/12,0.02,north-carolina
north-carolina,pct_ed_visits_influenza,9/15/12,0.02,north-carolina
north-carolina,pct_ed_visits_influenza,9/22/12,0.03,north-carolina
north-carolina,pct_ed_visits_influenza,9/29/12,0.05,north-carolina
north-carolina,pct_ed_visits_influenza,10/6/12,0.07,north-carolina
north-carolina,pct_ed_visits_influenza,10/13/12,0.09,north-carolina
north-carolina,pct_ed_visits_influenza,10/20/12,0.08,north-carolina
north-carolina,pct_ed_visits_influenza,10/27/12,0.08,north-carolina
north-carolina,pct_ed_visits_influenza,11/3/12,0.13,north-carolina
north-carolina,pct_ed_visits_influenza,11/10/12,0.22,north-carolina
north-carolina,pct_ed_visits_influenza,11/17/12,0.52,north-carolina
north-carolina,pct_ed_visits_influenza,11/24/12,1.16,north-carolina
north-carolina,pct_ed_visits_influenza,12/1/12,1.67,north-carolina
north-carolina,pct_ed_visits_influenza,12/8/12,3.76,north-carolina
north-carolina,pct_ed_visits_influenza,12/15/12,4.30,north-carolina
north-carolina,pct_ed_visits_influenza,12/22/12,4.21,north-carolina
north-carolina,pct_ed_visits_influenza,12/29/12,3.68,north-carolina
north-carolina,pct_ed_visits_influenza,1/5/13,2.50,north-carolina
north-carolina,pct_ed_visits_influenza,1/12/13,2.09,north-carolina
north-carolina,pct_ed_visits_influenza,1/19/13,1.52,north-carolina
north-carolina,pct_ed_visits_influenza,1/26/13,0.86,north-carolina
north-carolina,pct_ed_visits_influenza,2/2/13,0.64,north-carolina
north-carolina,pct_ed_visits_influenza,2/9/13,0.51,north-carolina
north-carolina,pct_ed_visits_influenza,2/16/13,0.53,north-carolina
north-carolina,pct_ed_visits_influenza,2/23/13,0.55,north-carolina
north-carolina,pct_ed_visits_influenza,3/2/13,0.68,north-carolina
north-carolina,pct_ed_visits_influenza,3/9/13,0.79,north-carolina
north-carolina,pct_ed_visits_influenza,3/16/13,0.88,north-carolina
north-carolina,pct_ed_visits_influenza,3/23/13,0.82,north-carolina
north-carolina,pct_ed_visits_influenza,3/30/13,0.84,north-carolina
north-carolina,pct_ed_visits_influenza,4/6/13,0.79,north-carolina
north-carolina,pct_ed_visits_influenza,4/13/13,0.43,north-carolina
north-carolina,pct_ed_visits_influenza,4/20/13,0.25,north-carolina
north-carolina,pct_ed_visits_influenza,4/27/13,0.12,north-carolina
north-carolina,pct_ed_visits_influenza,5/4/13,0.09,north-carolina
north-carolina,pct_ed_visits_influenza,5/11/13,0.07,north-carolina
north-carolina,pct_ed_visits_influenza,5/18/13,0.06,north-carolina
north-carolina,pct_ed_visits_influenza,5/25/13,0.05,north-carolina
north-carolina,pct_ed_visits_influenza,6/1/13,0.04,north-carolina
north-carolina,pct_ed_visits_influenza,6/8/13,0.04,north-carolina
north-carolina,pct_ed_visits_influenza,6/15/13,0.02,north-carolina
north-carolina,pct_ed_visits_influenza,6/22/13,0.03,north-carolina
north-carolina,pct_ed_visits_influenza,6/29/13,0.03,north-carolina
north-carolina,pct_ed_visits_influenza,7/6/13,0.02,north-carolina
north-carolina,pct_ed_visits_influenza,7/13/13,0.02,north-carolina
north-carolina,pct_ed_visits_influenza,7/20/13,0.03,north-carolina
north-carolina,pct_ed_visits_influenza,7/27/13,0.03,north-carolina
north-carolina,pct_ed_visits_influenza,8/3/13,0.02,north-carolina
north-carolina,pct_ed_visits_influenza,8/10/13,0.02,north-carolina
north-carolina,pct_ed_visits_influenza,8/17/13,0.02,north-carolina
north-carolina,pct_ed_visits_influenza,8/24/13,0.03,north-carolina
north-carolina,pct_ed_visits_influenza,8/31/13,0.03,north-carolina
north-carolina,pct_ed_visits_influenza,9/7/13,0.05,north-carolina
north-carolina,pct_ed_visits_influenza,9/14/13,0.05,north-carolina
north-carolina,pct_ed_visits_influenza,9/21/13,0.08,north-carolina
north-carolina,pct_ed_visits_influenza,9/28/13,0.09,north-carolina
north-carolina,pct_ed_visits_influenza,10/5/13,0.08,north-carolina
north-carolina,pct_ed_visits_influenza,10/12/13,0.07,north-carolina
north-carolina,pct_ed_visits_influenza,10/19/13,0.07,north-carolina
north-carolina,pct_ed_visits_influenza,10/26/13,0.09,north-carolina
north-carolina,pct_ed_visits_influenza,11/2/13,0.11,north-carolina
north-carolina,pct_ed_visits_influenza,11/9/13,0.11,north-carolina
north-carolina,pct_ed_visits_influenza,11/16/13,0.16,north-carolina
north-carolina,pct_ed_visits_influenza,11/23/13,0.22,north-carolina
north-carolina,pct_ed_visits_influenza,11/30/13,0.28,north-carolina
north-carolina,pct_ed_visits_influenza,12/7/13,0.48,north-carolina
north-carolina,pct_ed_visits_influenza,12/14/13,0.70,north-carolina
north-carolina,pct_ed_visits_influenza,12/21/13,1.26,north-carolina
north-carolina,pct_ed_visits_influenza,12/28/13,2.21,north-carolina
north-carolina,pct_ed_visits_influenza,1/4/14,2.48,north-carolina
north-carolina,pct_ed_visits_influenza,1/11/14,2.47,north-carolina
north-carolina,pct_ed_visits_influenza,1/18/14,2.32,north-carolina
north-carolina,pct_ed_visits_influenza,1/25/14,2.00,north-carolina
north-carolina,pct_ed_visits_influenza,2/1/14,1.54,north-carolina
north-carolina,pct_ed_visits_influenza,2/8/14,0.99,north-carolina
north-carolina,pct_ed_visits_influenza,2/15/14,0.78,north-carolina
north-carolina,pct_ed_visits_influenza,2/22/14,0.58,north-carolina
north-carolina,pct_ed_visits_influenza,3/1/14,0.39,north-carolina
north-carolina,pct_ed_visits_influenza,3/8/14,0.34,north-carolina
north-carolina,pct_ed_visits_influenza,3/15/14,0.34,north-carolina
north-carolina,pct_ed_visits_influenza,3/22/14,0.27,north-carolina
north-carolina,pct_ed_visits_influenza,3/29/14,0.28,north-carolina
north-carolina,pct_ed_visits_influenza,4/5/14,0.28,north-carolina
north-carolina,pct_ed_visits_influenza,4/12/14,0.22,north-carolina
north-carolina,pct_ed_visits_influenza,4/19/14,0.18,north-carolina
north-carolina,pct_ed_visits_influenza,4/26/14,0.16,north-carolina
north-carolina,pct_ed_visits_influenza,5/3/14,0.11,north-carolina
north-carolina,pct_ed_visits_influenza,5/10/14,0.08,north-carolina
north-carolina,pct_ed_visits_influenza,5/17/14,0.05,north-carolina
north-carolina,pct_ed_visits_influenza,5/24/14,0.05,north-carolina
north-carolina,pct_ed_visits_influenza,5/31/14,0.04,north-carolina
north-carolina,pct_ed_visits_influenza,6/7/14,0.03,north-carolina
north-carolina,pct_ed_visits_influenza,6/14/14,0.02,north-carolina
north-carolina,pct_ed_visits_influenza,6/21/14,0.02,north-carolina
north-carolina,pct_ed_visits_influenza,6/28/14,0.02,north-carolina
north-carolina,pct_ed_visits_influenza,7/5/14,0.02,north-carolina
north-carolina,pct_ed_visits_influenza,7/12/14,0.01,north-carolina
north-carolina,pct_ed_visits_influenza,7/19/14,0.01,north-carolina
north-carolina,pct_ed_visits_influenza,7/26/14,0.01,north-carolina
north-carolina,pct_ed_visits_influenza,8/2/14,0.01,north-carolina
north-carolina,pct_ed_visits_influenza,8/9/14,0.01,north-carolina
north-carolina,pct_ed_visits_influenza,8/16/14,0.01,north-carolina
north-carolina,pct_ed_visits_influenza,8/23/14,0.02,north-carolina
north-carolina,pct_ed_visits_influenza,8/30/14,0.02,north-carolina
north-carolina,pct_ed_visits_influenza,9/6/14,0.02,north-carolina
north-carolina,pct_ed_visits_influenza,9/13/14,0.03,north-carolina
north-carolina,pct_ed_visits_influenza,9/20/14,0.04,north-carolina
north-carolina,pct_ed_visits_influenza,9/27/14,0.08,north-carolina
north-carolina,pct_ed_visits_influenza,10/4/14,0.05,north-carolina
north-carolina,pct_ed_visits_influenza,10/11/14,0.07,north-carolina
north-carolina,pct_ed_visits_influenza,10/18/14,0.06,north-carolina
north-carolina,pct_ed_visits_influenza,10/25/14,0.10,north-carolina
north-carolina,pct_ed_visits_influenza,11/1/14,0.10,north-carolina
north-carolina,pct_ed_visits_influenza,11/8/14,0.10,north-carolina
north-carolina,pct_ed_visits_influenza,11/15/14,0.17,north-carolina
north-carolina,pct_ed_visits_influenza,11/22/14,0.25,north-carolina
north-carolina,pct_ed_visits_influenza,11/29/14,0.55,north-carolina
north-carolina,pct_ed_visits_influenza,12/6/14,0.64,north-carolina
north-carolina,pct_ed_visits_influenza,12/13/14,1.08,north-carolina
north-carolina,pct_ed_visits_influenza,12/20/14,2.58,north-carolina
north-carolina,pct_ed_visits_influenza,12/27/14,4.97,north-carolina
north-carolina,pct_ed_visits_influenza,1/3/15,4.26,north-carolina
north-carolina,pct_ed_visits_influenza,1/10/15,3.02,north-carolina
north-carolina,pct_ed_visits_influenza,1/17/15,2.62,north-carolina
north-carolina,pct_ed_visits_influenza,1/24/15,2.28,north-carolina
north-carolina,pct_ed_visits_influenza,1/31/15,1.69,north-carolina
north-carolina,pct_ed_visits_influenza,2/7/15,1.49,north-carolina
north-carolina,pct_ed_visits_influenza,2/14/15,1.23,north-carolina
north-carolina,pct_ed_visits_influenza,2/21/15,1.00,north-carolina
north-carolina,pct_ed_visits_influenza,2/28/15,0.74,north-carolina
north-carolina,pct_ed_visits_influenza,3/7/15,0.61,north-carolina
north-carolina,pct_ed_visits_influenza,3/14/15,0.55,north-carolina
north-carolina,pct_ed_visits_influenza,3/21/15,0.41,north-carolina
north-carolina,pct_ed_visits_influenza,3/28/15,0.40,north-carolina
north-carolina,pct_ed_visits_influenza,4/4/15,0.29,north-carolina
north-carolina,pct_ed_visits_influenza,4/11/15,0.30,north-carolina
north-carolina,pct_ed_visits_influenza,4/18/15,0.21,north-carolina
north-carolina,pct_ed_visits_influenza,4/25/15,0.11,north-carolina
north-carolina,pct_ed_visits_influenza,5/2/15,0.11,north-carolina
north-carolina,pct_ed_visits_influenza,5/9/15,0.08,north-carolina
north-carolina,pct_ed_visits_influenza,5/16/15,0.06,north-carolina
north-carolina,pct_ed_visits_influenza,5/23/15,0.06,north-carolina
north-carolina,pct_ed_visits_influenza,5/30/15,0.03,north-carolina
north-carolina,pct_ed_visits_influenza,6/6/15,0.03,north-carolina
north-carolina,pct_ed_visits_influenza,6/13/15,0.04,north-carolina
north-carolina,pct_ed_visits_influenza,6/20/15,0.02,north-carolina
north-carolina,pct_ed_visits_influenza,6/27/15,0.02,north-carolina
north-carolina,pct_ed_visits_influenza,7/4/15,0.01,north-carolina
north-carolina,pct_ed_visits_influenza,7/11/15,0.01,north-carolina
north-carolina,pct_ed_visits_influenza,7/18/15,0.02,north-carolina
north-carolina,pct_ed_visits_influenza,7/25/15,0.01,north-carolina
north-carolina,pct_ed_visits_influenza,8/1/15,0.01,north-carolina
north-carolina,pct_ed_visits_influenza,8/8/15,0.02,north-carolina
north-carolina,pct_ed_visits_influenza,8/15/15,0.01,north-carolina
north-carolina,pct_ed_visits_influenza,8/22/15,0.02,north-carolina
north-carolina,pct_ed_visits_influenza,8/29/15,0.01,north-carolina
north-carolina,pct_ed_visits_influenza,9/5/15,0.03,north-carolina
north-carolina,pct_ed_visits_influenza,9/12/15,0.02,north-carolina
north-carolina,pct_ed_visits_influenza,9/19/15,0.04,north-carolina
north-carolina,pct_ed_visits_influenza,9/26/15,0.06,north-carolina
north-carolina,pct_ed_visits_influenza,10/3/15,0.08,north-carolina
north-carolina,pct_ed_visits_influenza,10/10/15,0.10,north-carolina
north-carolina,pct_ed_visits_influenza,10/17/15,0.06,north-carolina
north-carolina,pct_ed_visits_influenza,10/24/15,0.11,north-carolina
north-carolina,pct_ed_visits_influenza,10/31/15,0.11,north-carolina
north-carolina,pct_ed_visits_influenza,11/7/15,0.12,north-carolina
north-carolina,pct_ed_visits_influenza,11/14/15,0.12,north-carolina
north-carolina,pct_ed_visits_influenza,11/21/15,0.14,north-carolina
north-carolina,pct_ed_visits_influenza,11/28/15,0.13,north-carolina
north-carolina,pct_ed_visits_influenza,12/5/15,0.16,north-carolina
north-carolina,pct_ed_visits_influenza,12/12/15,0.15,north-carolina
north-carolina,pct_ed_visits_influenza,12/19/15,0.14,north-carolina
north-carolina,pct_ed_visits_influenza,12/26/15,0.13,north-carolina
north-carolina,pct_ed_visits_influenza,1/2/16,0.19,north-carolina
north-carolina,pct_ed_visits_influenza,1/9/16,0.16,north-carolina
north-carolina,pct_ed_visits_influenza,1/16/16,0.16,north-carolina
north-carolina,pct_ed_visits_influenza,1/23/16,0.24,north-carolina
north-carolina,pct_ed_visits_influenza,1/30/16,0.19,north-carolina
north-carolina,pct_ed_visits_influenza,2/6/16,0.23,north-carolina
north-carolina,pct_ed_visits_influenza,2/13/16,0.31,north-carolina
north-carolina,pct_ed_visits_influenza,2/20/16,0.62,north-carolina
north-carolina,pct_ed_visits_influenza,2/27/16,0.98,north-carolina
north-carolina,pct_ed_visits_influenza,3/5/16,1.49,north-carolina
north-carolina,pct_ed_visits_influenza,3/12/16,2.36,north-carolina
north-carolina,pct_ed_visits_influenza,3/19/16,1.89,north-carolina
north-carolina,pct_ed_visits_influenza,3/26/16,1.64,north-carolina
north-carolina,pct_ed_visits_influenza,4/2/16,1.35,north-carolina
north-carolina,pct_ed_visits_influenza,4/9/16,0.87,north-carolina
north-carolina,pct_ed_visits_influenza,4/16/16,0.71,north-carolina
north-carolina,pct_ed_visits_influenza,4/23/16,0.85,north-carolina
north-carolina,pct_ed_visits_influenza,4/30/16,0.65,north-carolina
north-carolina,pct_ed_visits_influenza,5/7/16,0.45,north-carolina
north-carolina,pct_ed_visits_influenza,5/14/16,0.31,north-carolina
north-carolina,pct_ed_visits_influenza,5/21/16,0.22,north-carolina
north-carolina,pct_ed_visits_influenza,5/28/16,0.19,north-carolina
north-carolina,pct_ed_visits_influenza,6/4/16,0.14,north-carolina
north-carolina,pct_ed_visits_influenza,6/11/16,0.07,north-carolina
north-carolina,pct_ed_visits_influenza,6/18/16,0.07,north-carolina
north-carolina,pct_ed_visits_influenza,6/25/16,0.04,north-carolina
north-carolina,pct_ed_visits_influenza,7/2/16,0.05,north-carolina
north-carolina,pct_ed_visits_influenza,7/9/16,0.03,north-carolina
north-carolina,pct_ed_visits_influenza,7/16/16,0.03,north-carolina
north-carolina,pct_ed_visits_influenza,7/23/16,0.02,north-carolina
north-carolina,pct_ed_visits_influenza,7/30/16,0.02,north-carolina
north-carolina,pct_ed_visits_influenza,8/6/16,0.02,north-carolina
north-carolina,pct_ed_visits_influenza,8/13/16,0.02,north-carolina
north-carolina,pct_ed_visits_influenza,8/20/16,0.01,north-carolina
