Ind1Name,Dim1Name,Dim1Value,Dim2Name,Dim2Value,Date ,Select Metric,
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,10/15/24,Average Ratio,0.0074
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,10/16/24,Average Ratio,0.0071
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,10/17/24,Average Ratio,0.0064
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,10/18/24,Average Ratio,0.0066
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,10/19/24,Average Ratio,0.0077
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,10/20/24,Average Ratio,0.0061
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,10/21/24,Average Ratio,0.0077
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,10/22/24,Average Ratio,0.0067
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,10/23/24,Average Ratio,0.008
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,10/24/24,Average Ratio,0.0075
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,10/25/24,Average Ratio,0.0057
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,10/26/24,Average Ratio,0.0056
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,10/27/24,Average Ratio,0.0065
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,10/28/24,Average Ratio,0.0058
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,10/29/24,Average Ratio,0.0055
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,10/30/24,Average Ratio,0.006
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,10/31/24,Average Ratio,0.0068
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,11/1/24,Average Ratio,0.006
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,11/2/24,Average Ratio,0.0051
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,11/3/24,Average Ratio,0.0086
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,11/4/24,Average Ratio,0.0085
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,11/5/24,Average Ratio,0.0068
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,11/6/24,Average Ratio,0.0066
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,11/7/24,Average Ratio,0.0052
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,11/8/24,Average Ratio,0.0068
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,11/9/24,Average Ratio,0.0077
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,11/10/24,Average Ratio,0.0064
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,11/11/24,Average Ratio,0.0078
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,11/12/24,Average Ratio,0.0066
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,11/13/24,Average Ratio,0.0094
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,11/14/24,Average Ratio,0.0093
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,11/15/24,Average Ratio,0.0073
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,11/16/24,Average Ratio,0.007
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,11/17/24,Average Ratio,0.0076
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,11/18/24,Average Ratio,0.0073
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,11/19/24,Average Ratio,0.0098
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,11/20/24,Average Ratio,0.0092
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,11/21/24,Average Ratio,0.007
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,11/22/24,Average Ratio,0.0075
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,11/23/24,Average Ratio,0.0062
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,11/24/24,Average Ratio,0.0082
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,11/25/24,Average Ratio,0.0093
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,11/26/24,Average Ratio,0.0085
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,11/27/24,Average Ratio,0.0098
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,11/28/24,Average Ratio,0.0078
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,11/29/24,Average Ratio,0.0102
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,11/30/24,Average Ratio,0.0092
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,12/1/24,Average Ratio,0.0097
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,12/2/24,Average Ratio,0.0086
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,12/3/24,Average Ratio,0.0116
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,12/4/24,Average Ratio,0.0101
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,12/5/24,Average Ratio,0.009
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,12/6/24,Average Ratio,0.0096
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,12/7/24,Average Ratio,0.0116
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,12/8/24,Average Ratio,0.0098
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,12/9/24,Average Ratio,0.0114
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,12/10/24,Average Ratio,0.0101
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,12/11/24,Average Ratio,0.0102
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,12/12/24,Average Ratio,0.0107
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,12/13/24,Average Ratio,0.0092
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,12/14/24,Average Ratio,0.0116
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,12/15/24,Average Ratio,0.0107
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,12/16/24,Average Ratio,0.0139
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,12/17/24,Average Ratio,0.0124
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,12/18/24,Average Ratio,0.0111
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,12/19/24,Average Ratio,0.013
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,12/20/24,Average Ratio,0.0116
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,12/21/24,Average Ratio,0.0123
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,12/22/24,Average Ratio,0.0155
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,12/23/24,Average Ratio,0.0143
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,12/24/24,Average Ratio,0.0135
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,12/25/24,Average Ratio,0.0173
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,12/26/24,Average Ratio,0.0166
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,12/27/24,Average Ratio,0.017
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,12/28/24,Average Ratio,0.0188
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,12/29/24,Average Ratio,0.02
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,12/30/24,Average Ratio,0.0177
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,12/31/24,Average Ratio,0.0138
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,1/1/25,Average Ratio,0.0179
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,1/2/25,Average Ratio,0.0172
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,1/3/25,Average Ratio,0.0143
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,1/4/25,Average Ratio,0.0138
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,1/5/25,Average Ratio,0.0144
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,1/6/25,Average Ratio,0.0162
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,1/7/25,Average Ratio,0.0166
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,1/8/25,Average Ratio,0.0187
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,1/9/25,Average Ratio,0.0171
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,1/10/25,Average Ratio,0.0149
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,1/11/25,Average Ratio,0.0172
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,1/12/25,Average Ratio,0.0212
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,1/13/25,Average Ratio,0.0214
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,1/14/25,Average Ratio,0.0181
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,1/15/25,Average Ratio,0.0185
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,1/16/25,Average Ratio,0.0189
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,1/17/25,Average Ratio,0.0187
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,1/18/25,Average Ratio,0.0182
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,1/19/25,Average Ratio,0.0236
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,1/20/25,Average Ratio,0.0252
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,1/21/25,Average Ratio,0.0253
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,1/22/25,Average Ratio,0.0252
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,1/23/25,Average Ratio,0.0218
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,1/24/25,Average Ratio,0.0179
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,1/25/25,Average Ratio,0.017
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,1/26/25,Average Ratio,0.0212
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,1/27/25,Average Ratio,0.018
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,1/28/25,Average Ratio,0.0218
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,1/29/25,Average Ratio,0.02
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,1/30/25,Average Ratio,0.0175
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,1/31/25,Average Ratio,0.0165
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2/1/25,Average Ratio,0.016
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2/2/25,Average Ratio,0.0192
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2/3/25,Average Ratio,0.0187
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2/4/25,Average Ratio,0.0177
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2/5/25,Average Ratio,0.0179
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2/6/25,Average Ratio,0.0173
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2/7/25,Average Ratio,0.0136
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2/8/25,Average Ratio,0.0166
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2/9/25,Average Ratio,0.0163
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2/10/25,Average Ratio,0.0171
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2/11/25,Average Ratio,0.0158
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2/12/25,Average Ratio,0.0145
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2/13/25,Average Ratio,0.0127
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2/14/25,Average Ratio,0.014
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2/15/25,Average Ratio,0.012
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2/16/25,Average Ratio,0.0117
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2/17/25,Average Ratio,0.0126
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2/18/25,Average Ratio,0.013
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2/19/25,Average Ratio,0.0143
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2/20/25,Average Ratio,0.0121
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2/21/25,Average Ratio,0.0094
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2/22/25,Average Ratio,0.0101
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2/23/25,Average Ratio,0.0101
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2/24/25,Average Ratio,0.0076
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2/25/25,Average Ratio,0.0114
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2/26/25,Average Ratio,0.0094
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2/27/25,Average Ratio,0.0108
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,2/28/25,Average Ratio,0.0082
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,3/1/25,Average Ratio,0.0085
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,3/2/25,Average Ratio,0.0083
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,3/3/25,Average Ratio,0.0106
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,3/4/25,Average Ratio,0.0096
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,3/5/25,Average Ratio,0.0069
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,3/6/25,Average Ratio,0.0081
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,3/7/25,Average Ratio,0.0083
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,3/8/25,Average Ratio,0.01
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,3/9/25,Average Ratio,0.01
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,3/10/25,Average Ratio,0.0093
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,3/11/25,Average Ratio,0.0073
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,3/12/25,Average Ratio,0.0086
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,3/13/25,Average Ratio,0.0093
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,3/14/25,Average Ratio,0.0072
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,3/15/25,Average Ratio,0.0087
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,3/16/25,Average Ratio,0.0079
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,3/17/25,Average Ratio,0.0103
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,3/18/25,Average Ratio,0.0092
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,3/19/25,Average Ratio,0.0097
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,3/20/25,Average Ratio,0.0082
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,3/21/25,Average Ratio,0.008
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,3/22/25,Average Ratio,0.0081
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,3/23/25,Average Ratio,0.0082
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,3/24/25,Average Ratio,0.0079
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,3/25/25,Average Ratio,0.0073
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,3/26/25,Average Ratio,0.0087
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,3/27/25,Average Ratio,0.0078
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,3/28/25,Average Ratio,0.0074
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,3/29/25,Average Ratio,0.0064
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,3/30/25,Average Ratio,0.0066
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,3/31/25,Average Ratio,0.0091
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,4/1/25,Average Ratio,0.0086
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,4/2/25,Average Ratio,0.0085
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,4/3/25,Average Ratio,0.0056
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,4/4/25,Average Ratio,0.0073
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,4/5/25,Average Ratio,0.0067
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,4/6/25,Average Ratio,0.008
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,4/7/25,Average Ratio,0.0073
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,4/8/25,Average Ratio,0.0087
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,4/9/25,Average Ratio,0.0083
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,4/10/25,Average Ratio,0.0066
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,4/11/25,Average Ratio,0.0061
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,4/12/25,Average Ratio,0.0063
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,4/13/25,Average Ratio,0.0056
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,4/14/25,Average Ratio,0.0064
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,4/15/25,Average Ratio,0.006
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,4/16/25,Average Ratio,0.0057
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,4/17/25,Average Ratio,0.0063
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,4/18/25,Average Ratio,0.0059
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,4/19/25,Average Ratio,0.0059
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,4/20/25,Average Ratio,0.0041
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,4/21/25,Average Ratio,0.0049
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,4/22/25,Average Ratio,0.0054
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,4/23/25,Average Ratio,0.0063
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,4/24/25,Average Ratio,0.0067
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,4/25/25,Average Ratio,0.0056
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,4/26/25,Average Ratio,0.0049
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,4/27/25,Average Ratio,0.0041
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,4/28/25,Average Ratio,0.0063
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,4/29/25,Average Ratio,0.0049
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,4/30/25,Average Ratio,0.0045
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,5/1/25,Average Ratio,0.005
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,5/2/25,Average Ratio,0.0045
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,5/3/25,Average Ratio,0.0059
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,5/4/25,Average Ratio,0.0058
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,5/5/25,Average Ratio,0.0047
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,5/6/25,Average Ratio,0.005
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,5/7/25,Average Ratio,0.0059
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,5/8/25,Average Ratio,0.0051
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,5/9/25,Average Ratio,0.0048
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,5/10/25,Average Ratio,0.0044
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,5/11/25,Average Ratio,0.0054
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,5/12/25,Average Ratio,0.0061
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,5/13/25,Average Ratio,0.0069
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,5/14/25,Average Ratio,0.0065
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,5/15/25,Average Ratio,0.0059
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,5/16/25,Average Ratio,0.0054
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,5/17/25,Average Ratio,0.0048
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,5/18/25,Average Ratio,0.0062
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,5/19/25,Average Ratio,0.0047
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,5/20/25,Average Ratio,0.0065
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,5/21/25,Average Ratio,0.006
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,5/22/25,Average Ratio,0.0051
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,5/23/25,Average Ratio,0.0045
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,5/24/25,Average Ratio,0.0069
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,5/25/25,Average Ratio,0.0047
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,5/26/25,Average Ratio,0.0063
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,5/27/25,Average Ratio,0.0051
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,5/28/25,Average Ratio,0.0055
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,5/29/25,Average Ratio,0.0054
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,5/30/25,Average Ratio,0.0056
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,5/31/25,Average Ratio,0.0054
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,6/1/25,Average Ratio,0.0062
Influenza-like illness (ILI),Borough,Bronx,Age Group,All age groups,6/2/25,Average Ratio,0.0064
