location,reference_date,horizon,target,output_type,output_type_id,target_end_date,value
mesa,2026-01-24,3,Flu ED visits pct,quantile,0.05,2026-02-14,0.0
mesa,2026-01-24,0,Flu ED visits pct,quantile,0.1,2026-01-24,0.1817642288602621
mesa,2026-01-24,1,Flu ED visits pct,quantile,0.1,2026-01-31,0.0
mesa,2026-01-24,2,Flu ED visits pct,quantile,0.1,2026-02-07,0.0
mesa,2026-01-24,3,Flu ED visits pct,quantile,0.1,2026-02-14,0.0
mesa,2026-01-24,0,Flu ED visits pct,quantile,0.25,2026-01-24,0.4761087467065539
mesa,2026-01-24,1,Flu ED visits pct,quantile,0.25,2026-01-31,0.11107185226578534
mesa,2026-01-24,2,Flu ED visits pct,quantile,0.25,2026-02-07,0.0
mesa,2026-01-24,3,Flu ED visits pct,quantile,0.25,2026-02-14,0.0
mesa,2026-01-24,0,Flu ED visits pct,quantile,0.5,2026-01-24,1.026838485433708
mesa,2026-01-24,1,Flu ED visits pct,quantile,0.5,2026-01-31,0.3702763987584133
mesa,2026-01-24,2,Flu ED visits pct,quantile,0.5,2026-02-07,0.09855209158199434
mesa,2026-01-24,3,Flu ED visits pct,quantile,0.5,2026-02-14,0.0
mesa,2026-01-24,0,Flu ED visits pct,quantile,0.75,2026-01-24,1.990946672537455
mesa,2026-01-24,1,Flu ED visits pct,quantile,0.75,2026-01-31,0.924037730873674
mesa,2026-01-24,2,Flu ED visits pct,quantile,0.75,2026-02-07,0.36271214437546917
mesa,2026-01-24,3,Flu ED visits pct,quantile,0.75,2026-02-14,0.13479966492765869
mesa,2026-01-24,0,Flu ED visits pct,quantile,0.9,2026-01-24,3.1180593019749656
mesa,2026-01-24,1,Flu ED visits pct,quantile,0.9,2026-01-31,1.557460069319337
mesa,2026-01-24,2,Flu ED visits pct,quantile,0.9,2026-02-07,0.9095536063875669
mesa,2026-01-24,3,Flu ED visits pct,quantile,0.9,2026-02-14,0.4828698359466739
mesa,2026-01-24,0,Flu ED visits pct,quantile,0.95,2026-01-24,3.9751053110399583
mesa,2026-01-24,1,Flu ED visits pct,quantile,0.95,2026-01-31,2.1875163779003097
mesa,2026-01-24,2,Flu ED visits pct,quantile,0.95,2026-02-07,1.3448268665960914
mesa,2026-01-24,3,Flu ED visits pct,quantile,0.95,2026-02-14,0.7530840442646863
mesa,2026-01-24,0,Flu ED visits pct,quantile,0.975,2026-01-24,4.867067354187477
mesa,2026-01-24,1,Flu ED visits pct,quantile,0.975,2026-01-31,2.7139351354836996
mesa,2026-01-24,2,Flu ED visits pct,quantile,0.975,2026-02-07,1.6912508129680197
mesa,2026-01-24,3,Flu ED visits pct,quantile,0.975,2026-02-14,1.0083923880629742
colorado-springs,2026-01-24,0,Flu ED visits pct,quantile,0.025,2026-01-24,0.2335089649883734
colorado-springs,2026-01-24,1,Flu ED visits pct,quantile,0.025,2026-01-31,0.04707859852025595
colorado-springs,2026-01-24,2,Flu ED visits pct,quantile,0.025,2026-02-07,0.0
colorado-springs,2026-01-24,3,Flu ED visits pct,quantile,0.025,2026-02-14,0.0
colorado-springs,2026-01-24,0,Flu ED visits pct,quantile,0.05,2026-01-24,0.3672467623256212
colorado-springs,2026-01-24,1,Flu ED visits pct,quantile,0.05,2026-01-31,0.07736997253721238
colorado-springs,2026-01-24,2,Flu ED visits pct,quantile,0.05,2026-02-07,0.0
colorado-springs,2026-01-24,3,Flu ED visits pct,quantile,0.05,2026-02-14,0.0
colorado-springs,2026-01-24,0,Flu ED visits pct,quantile,0.1,2026-01-24,0.47227067659992195
colorado-springs,2026-01-24,1,Flu ED visits pct,quantile,0.1,2026-01-31,0.12139374093287986
colorado-springs,2026-01-24,2,Flu ED visits pct,quantile,0.1,2026-02-07,0.027203831027613014
colorado-springs,2026-01-24,3,Flu ED visits pct,quantile,0.1,2026-02-14,0.0
colorado-springs,2026-01-24,0,Flu ED visits pct,quantile,0.25,2026-01-24,0.8076281773350938
colorado-springs,2026-01-24,1,Flu ED visits pct,quantile,0.25,2026-01-31,0.31204410290347606
colorado-springs,2026-01-24,2,Flu ED visits pct,quantile,0.25,2026-02-07,0.10714432108318467
colorado-springs,2026-01-24,3,Flu ED visits pct,quantile,0.25,2026-02-14,0.021401688458717854
colorado-springs,2026-01-24,0,Flu ED visits pct,quantile,0.5,2026-01-24,1.5411111585688082
colorado-springs,2026-01-24,1,Flu ED visits pct,quantile,0.5,2026-01-31,0.7522768793430628
colorado-springs,2026-01-24,2,Flu ED visits pct,quantile,0.5,2026-02-07,0.3228619077275243
colorado-springs,2026-01-24,3,Flu ED visits pct,quantile,0.5,2026-02-14,0.13026075574593143
colorado-springs,2026-01-24,0,Flu ED visits pct,quantile,0.75,2026-01-24,2.451642476525597
colorado-springs,2026-01-24,1,Flu ED visits pct,quantile,0.75,2026-01-31,1.3551025587817416
colorado-springs,2026-01-24,2,Flu ED visits pct,quantile,0.75,2026-02-07,0.7204512217550333
colorado-springs,2026-01-24,3,Flu ED visits pct,quantile,0.75,2026-02-14,0.38040684805509145
colorado-springs,2026-01-24,0,Flu ED visits pct,quantile,0.9,2026-01-24,3.457051536078576
colorado-springs,2026-01-24,1,Flu ED visits pct,quantile,0.9,2026-01-31,2.0340861324105983
colorado-springs,2026-01-24,2,Flu ED visits pct,quantile,0.9,2026-02-07,1.2735454868661744
colorado-springs,2026-01-24,3,Flu ED visits pct,quantile,0.9,2026-02-14,0.7522768793430628
colorado-springs,2026-01-24,0,Flu ED visits pct,quantile,0.95,2026-01-24,3.997342603512789
colorado-springs,2026-01-24,1,Flu ED visits pct,quantile,0.95,2026-01-31,2.633673659530574
colorado-springs,2026-01-24,2,Flu ED visits pct,quantile,0.95,2026-02-07,1.61316353668176
colorado-springs,2026-01-24,3,Flu ED visits pct,quantile,0.95,2026-02-14,1.003516357497536
colorado-springs,2026-01-24,0,Flu ED visits pct,quantile,0.975,2026-01-24,4.4392812741163965
colorado-springs,2026-01-24,1,Flu ED visits pct,quantile,0.975,2026-01-31,3.0094897352716155
colorado-springs,2026-01-24,2,Flu ED visits pct,quantile,0.975,2026-02-07,2.0830141672002145
colorado-springs,2026-01-24,3,Flu ED visits pct,quantile,0.975,2026-02-14,1.288221485800803
weld,2026-01-24,0,Flu ED visits pct,quantile,0.025,2026-01-24,0.0
weld,2026-01-24,1,Flu ED visits pct,quantile,0.025,2026-01-31,0.0
weld,2026-01-24,2,Flu ED visits pct,quantile,0.025,2026-02-07,0.0
weld,2026-01-24,3,Flu ED visits pct,quantile,0.025,2026-02-14,0.0
weld,2026-01-24,0,Flu ED visits pct,quantile,0.05,2026-01-24,0.09261334110109523
weld,2026-01-24,1,Flu ED visits pct,quantile,0.05,2026-01-31,0.0
weld,2026-01-24,2,Flu ED visits pct,quantile,0.05,2026-02-07,0.0
weld,2026-01-24,3,Flu ED visits pct,quantile,0.05,2026-02-14,0.0
weld,2026-01-24,0,Flu ED visits pct,quantile,0.1,2026-01-24,0.17072245906925373
weld,2026-01-24,1,Flu ED visits pct,quantile,0.1,2026-01-31,0.0
weld,2026-01-24,2,Flu ED visits pct,quantile,0.1,2026-02-07,0.0
weld,2026-01-24,3,Flu ED visits pct,quantile,0.1,2026-02-14,0.0
weld,2026-01-24,0,Flu ED visits pct,quantile,0.25,2026-01-24,0.4802900256250813
weld,2026-01-24,1,Flu ED visits pct,quantile,0.25,2026-01-31,0.11626216059180851
weld,2026-01-24,2,Flu ED visits pct,quantile,0.25,2026-02-07,0.0
weld,2026-01-24,3,Flu ED visits pct,quantile,0.25,2026-02-14,0.0
weld,2026-01-24,0,Flu ED visits pct,quantile,0.5,2026-01-24,1.0065449963730528
weld,2026-01-24,1,Flu ED visits pct,quantile,0.5,2026-01-31,0.3888188482520403
weld,2026-01-24,2,Flu ED visits pct,quantile,0.5,2026-02-07,0.14919569561023868
weld,2026-01-24,3,Flu ED visits pct,quantile,0.5,2026-02-14,0.0
weld,2026-01-24,0,Flu ED visits pct,quantile,0.75,2026-01-24,1.8658736063632197
weld,2026-01-24,1,Flu ED visits pct,quantile,0.75,2026-01-31,0.8913633817830652
weld,2026-01-24,2,Flu ED visits pct,quantile,0.75,2026-02-07,0.4134346309799479
weld,2026-01-24,3,Flu ED visits pct,quantile,0.75,2026-02-14,0.19720661439555717
weld,2026-01-24,0,Flu ED visits pct,quantile,0.9,2026-01-24,2.8259769975034383
weld,2026-01-24,1,Flu ED visits pct,quantile,0.9,2026-01-31,1.632721843606944
weld,2026-01-24,2,Flu ED visits pct,quantile,0.9,2026-02-07,0.8266682572194417
weld,2026-01-24,3,Flu ED visits pct,quantile,0.9,2026-02-14,0.4316571410463787
weld,2026-01-24,0,Flu ED visits pct,quantile,0.95,2026-01-24,3.483821460001339
weld,2026-01-24,1,Flu ED visits pct,quantile,0.95,2026-01-31,2.1407126467051363
weld,2026-01-24,2,Flu ED visits pct,quantile,0.95,2026-02-07,1.2478628094199586
weld,2026-01-24,3,Flu ED visits pct,quantile,0.95,2026-02-14,0.6394998923674079
weld,2026-01-24,0,Flu ED visits pct,quantile,0.975,2026-01-24,4.3132824124013895
weld,2026-01-24,1,Flu ED visits pct,quantile,0.975,2026-01-31,2.515213366662751
weld,2026-01-24,2,Flu ED visits pct,quantile,0.975,2026-02-07,1.7777845445659832
weld,2026-01-24,3,Flu ED visits pct,quantile,0.975,2026-02-14,0.8290657300504094
boulder,2026-01-24,0,Flu ED visits pct,quantile,0.025,2026-01-24,0.18898959852564454
boulder,2026-01-24,1,Flu ED visits pct,quantile,0.025,2026-01-31,0.0
boulder,2026-01-24,2,Flu ED visits pct,quantile,0.025,2026-02-07,0.0
boulder,2026-01-24,3,Flu ED visits pct,quantile,0.025,2026-02-14,0.0
boulder,2026-01-24,0,Flu ED visits pct,quantile,0.05,2026-01-24,0.29327028178177333
boulder,2026-01-24,1,Flu ED visits pct,quantile,0.05,2026-01-31,0.0
boulder,2026-01-24,2,Flu ED visits pct,quantile,0.05,2026-02-07,0.0
boulder,2026-01-24,3,Flu ED visits pct,quantile,0.05,2026-02-14,0.0
boulder,2026-01-24,0,Flu ED visits pct,quantile,0.1,2026-01-24,0.48286859273985644
boulder,2026-01-24,1,Flu ED visits pct,quantile,0.1,2026-01-31,0.10808770300124443
boulder,2026-01-24,2,Flu ED visits pct,quantile,0.1,2026-02-07,0.0
boulder,2026-01-24,3,Flu ED visits pct,quantile,0.1,2026-02-14,0.0
boulder,2026-01-24,0,Flu ED visits pct,quantile,0.25,2026-01-24,0.8881717689281599
boulder,2026-01-24,1,Flu ED visits pct,quantile,0.25,2026-01-31,0.29342253384251366
boulder,2026-01-24,2,Flu ED visits pct,quantile,0.25,2026-02-07,0.0972851272903914
boulder,2026-01-24,3,Flu ED visits pct,quantile,0.25,2026-02-14,0.0
boulder,2026-01-24,0,Flu ED visits pct,quantile,0.5,2026-01-24,1.516653459521268
boulder,2026-01-24,1,Flu ED visits pct,quantile,0.5,2026-01-31,0.6967916660559683
boulder,2026-01-24,2,Flu ED visits pct,quantile,0.5,2026-02-07,0.3113905324053653
boulder,2026-01-24,3,Flu ED visits pct,quantile,0.5,2026-02-14,0.10659601304799927
boulder,2026-01-24,0,Flu ED visits pct,quantile,0.75,2026-01-24,2.537724441722858
boulder,2026-01-24,1,Flu ED visits pct,quantile,0.75,2026-01-31,1.4078693787927836
boulder,2026-01-24,2,Flu ED visits pct,quantile,0.75,2026-02-07,0.7382083115368194
boulder,2026-01-24,3,Flu ED visits pct,quantile,0.75,2026-02-14,0.34456278211482577
boulder,2026-01-24,0,Flu ED visits pct,quantile,0.9,2026-01-24,3.6968927633386635
boulder,2026-01-24,1,Flu ED visits pct,quantile,0.9,2026-01-31,2.41037300083352
boulder,2026-01-24,2,Flu ED visits pct,quantile,0.9,2026-02-07,1.4971400237191037
boulder,2026-01-24,3,Flu ED visits pct,quantile,0.9,2026-02-14,0.7434266429972683
boulder,2026-01-24,0,Flu ED visits pct,quantile,0.95,2026-01-24,4.759549379593646
boulder,2026-01-24,1,Flu ED visits pct,quantile,0.95,2026-01-31,3.139650132578894
boulder,2026-01-24,2,Flu ED visits pct,quantile,0.95,2026-02-07,2.013859885008449
boulder,2026-01-24,3,Flu ED visits pct,quantile,0.95,2026-02-14,1.1149850788811804
boulder,2026-01-24,0,Flu ED visits pct,quantile,0.975,2026-01-24,5.490983398059782
boulder,2026-01-24,1,Flu ED visits pct,quantile,0.975,2026-01-31,3.7671642925063655
boulder,2026-01-24,2,Flu ED visits pct,quantile,0.975,2026-02-07,2.479918979279045
boulder,2026-01-24,3,Flu ED visits pct,quantile,0.975,2026-02-14,1.4394535220747309
larimer,2026-01-24,0,Flu ED visits pct,quantile,0.025,2026-01-24,0.06748970945393246
larimer,2026-01-24,1,Flu ED visits pct,quantile,0.025,2026-01-31,0.0
larimer,2026-01-24,2,Flu ED visits pct,quantile,0.025,2026-02-07,0.0
larimer,2026-01-24,3,Flu ED visits pct,quantile,0.025,2026-02-14,0.0
larimer,2026-01-24,0,Flu ED visits pct,quantile,0.05,2026-01-24,0.1154442298360129
larimer,2026-01-24,1,Flu ED visits pct,quantile,0.05,2026-01-31,0.0
larimer,2026-01-24,2,Flu ED visits pct,quantile,0.05,2026-02-07,0.0
larimer,2026-01-24,3,Flu ED visits pct,quantile,0.05,2026-02-14,0.0
larimer,2026-01-24,0,Flu ED visits pct,quantile,0.1,2026-01-24,0.216045534471543
larimer,2026-01-24,1,Flu ED visits pct,quantile,0.1,2026-01-31,0.0
larimer,2026-01-24,2,Flu ED visits pct,quantile,0.1,2026-02-07,0.0
larimer,2026-01-24,3,Flu ED visits pct,quantile,0.1,2026-02-14,0.0
larimer,2026-01-24,0,Flu ED visits pct,quantile,0.25,2026-01-24,0.44776517059145005
larimer,2026-01-24,1,Flu ED visits pct,quantile,0.25,2026-01-31,0.15815262319924944
larimer,2026-01-24,2,Flu ED visits pct,quantile,0.25,2026-02-07,0.0
larimer,2026-01-24,3,Flu ED visits pct,quantile,0.25,2026-02-14,0.0
larimer,2026-01-24,0,Flu ED visits pct,quantile,0.5,2026-01-24,0.9623599835939864
larimer,2026-01-24,1,Flu ED visits pct,quantile,0.5,2026-01-31,0.43070940707506666
larimer,2026-01-24,2,Flu ED visits pct,quantile,0.5,2026-02-07,0.183854188610799
larimer,2026-01-24,3,Flu ED visits pct,quantile,0.5,2026-02-14,0.0
larimer,2026-01-24,0,Flu ED visits pct,quantile,0.75,2026-01-24,1.6961333787398098
larimer,2026-01-24,1,Flu ED visits pct,quantile,0.75,2026-01-31,0.908396168773361
larimer,2026-01-24,2,Flu ED visits pct,quantile,0.75,2026-02-07,0.479128855406305
larimer,2026-01-24,3,Flu ED visits pct,quantile,0.75,2026-02-14,0.2270704880189044
larimer,2026-01-24,0,Flu ED visits pct,quantile,0.9,2026-01-24,2.5659529476011858
larimer,2026-01-24,1,Flu ED visits pct,quantile,0.9,2026-01-31,1.5515073000995039
larimer,2026-01-24,2,Flu ED visits pct,quantile,0.9,2026-02-07,0.8858421329750624
larimer,2026-01-24,3,Flu ED visits pct,quantile,0.9,2026-02-14,0.5393953029021259
larimer,2026-01-24,0,Flu ED visits pct,quantile,0.95,2026-01-24,3.051216711470615
larimer,2026-01-24,1,Flu ED visits pct,quantile,0.95,2026-01-31,2.0066072834185342
larimer,2026-01-24,2,Flu ED visits pct,quantile,0.95,2026-02-07,1.3289550751297106
larimer,2026-01-24,3,Flu ED visits pct,quantile,0.95,2026-02-14,0.8174302478526951
larimer,2026-01-24,0,Flu ED visits pct,quantile,0.975,2026-01-24,3.6108235311039514
larimer,2026-01-24,1,Flu ED visits pct,quantile,0.975,2026-01-31,2.6006638470848173
larimer,2026-01-24,2,Flu ED visits pct,quantile,0.975,2026-02-07,1.6332472991782614
larimer,2026-01-24,3,Flu ED visits pct,quantile,0.975,2026-02-14,1.2061015244317883
colorado,2026-01-24,0,Flu ED visits pct,quantile,0.025,2026-01-24,0.23910931754274148
colorado,2026-01-24,1,Flu ED visits pct,quantile,0.025,2026-01-31,0.059248187858705635
colorado,2026-01-24,2,Flu ED visits pct,quantile,0.025,2026-02-07,0.011511383959834745
colorado,2026-01-24,3,Flu ED visits pct,quantile,0.025,2026-02-14,0.0
colorado,2026-01-24,0,Flu ED visits pct,quantile,0.05,2026-01-24,0.30065736605265775
colorado,2026-01-24,1,Flu ED visits pct,quantile,0.05,2026-01-31,0.07897332507164563
colorado,2026-01-24,2,Flu ED visits pct,quantile,0.05,2026-02-07,0.02039275919975159
colorado,2026-01-24,3,Flu ED visits pct,quantile,0.05,2026-02-14,0.0038738917049432092
colorado,2026-01-24,0,Flu ED visits pct,quantile,0.1,2026-01-24,0.39956148040296724
colorado,2026-01-24,1,Flu ED visits pct,quantile,0.1,2026-01-31,0.1276113020561963
colorado,2026-01-24,2,Flu ED visits pct,quantile,0.1,2026-02-07,0.035259579680735814
colorado,2026-01-24,3,Flu ED visits pct,quantile,0.1,2026-02-14,0.008245310767603334
colorado,2026-01-24,0,Flu ED visits pct,quantile,0.25,2026-01-24,0.8173375439000292
colorado,2026-01-24,1,Flu ED visits pct,quantile,0.25,2026-01-31,0.32338011060311994
colorado,2026-01-24,2,Flu ED visits pct,quantile,0.25,2026-02-07,0.12222797588730347
colorado,2026-01-24,3,Flu ED visits pct,quantile,0.25,2026-02-14,0.04160136378955659
colorado,2026-01-24,0,Flu ED visits pct,quantile,0.5,2026-01-24,1.4070262278554817
colorado,2026-01-24,1,Flu ED visits pct,quantile,0.5,2026-01-31,0.6686561296374638
colorado,2026-01-24,2,Flu ED visits pct,quantile,0.5,2026-02-07,0.2999152216004474
colorado,2026-01-24,3,Flu ED visits pct,quantile,0.5,2026-02-14,0.12886638337558182
colorado,2026-01-24,0,Flu ED visits pct,quantile,0.75,2026-01-24,2.0060891076112854
colorado,2026-01-24,1,Flu ED visits pct,quantile,0.75,2026-01-31,1.104965242772363
colorado,2026-01-24,2,Flu ED visits pct,quantile,0.75,2026-02-07,0.563571827232771
colorado,2026-01-24,3,Flu ED visits pct,quantile,0.75,2026-02-14,0.2833721199163511
colorado,2026-01-24,0,Flu ED visits pct,quantile,0.9,2026-01-24,2.6530049906084785
colorado,2026-01-24,1,Flu ED visits pct,quantile,0.9,2026-01-31,1.5890681250496255
colorado,2026-01-24,2,Flu ED visits pct,quantile,0.9,2026-02-07,0.9563027286111524
colorado,2026-01-24,3,Flu ED visits pct,quantile,0.9,2026-02-14,0.5192724534407976
colorado,2026-01-24,0,Flu ED visits pct,quantile,0.95,2026-01-24,3.0673800687362776
colorado,2026-01-24,1,Flu ED visits pct,quantile,0.95,2026-01-31,2.020271044903578
colorado,2026-01-24,2,Flu ED visits pct,quantile,0.95,2026-02-07,1.201250621608035
colorado,2026-01-24,3,Flu ED visits pct,quantile,0.95,2026-02-14,0.7402952247671883
colorado,2026-01-24,0,Flu ED visits pct,quantile,0.975,2026-01-24,3.356825247525901
colorado,2026-01-24,1,Flu ED visits pct,quantile,0.975,2026-01-31,2.2840191514266923
colorado,2026-01-24,2,Flu ED visits pct,quantile,0.975,2026-02-07,1.4150888044928918
colorado,2026-01-24,3,Flu ED visits pct,quantile,0.975,2026-02-14,0.8703101601477723
savannah,2026-01-24,0,Flu ED visits pct,quantile,0.025,2026-01-24,0.392270055275921
savannah,2026-01-24,1,Flu ED visits pct,quantile,0.025,2026-01-31,0.12724632266430938
savannah,2026-01-24,2,Flu ED visits pct,quantile,0.025,2026-02-07,0.0
savannah,2026-01-24,3,Flu ED visits pct,quantile,0.025,2026-02-14,0.0
savannah,2026-01-24,0,Flu ED visits pct,quantile,0.05,2026-01-24,0.5330610685446808
savannah,2026-01-24,1,Flu ED visits pct,quantile,0.05,2026-01-31,0.19917060746877513
savannah,2026-01-24,2,Flu ED visits pct,quantile,0.05,2026-02-07,0.044423616016622695
savannah,2026-01-24,3,Flu ED visits pct,quantile,0.05,2026-02-14,0.0
savannah,2026-01-24,0,Flu ED visits pct,quantile,0.1,2026-01-24,0.7184857872292063
savannah,2026-01-24,1,Flu ED visits pct,quantile,0.1,2026-01-31,0.3096549991121522
savannah,2026-01-24,2,Flu ED visits pct,quantile,0.1,2026-02-07,0.1059562866623265
savannah,2026-01-24,3,Flu ED visits pct,quantile,0.1,2026-02-14,0.0
savannah,2026-01-24,0,Flu ED visits pct,quantile,0.25,2026-01-24,1.1179526586003268
savannah,2026-01-24,1,Flu ED visits pct,quantile,0.25,2026-01-31,0.5603690298431956
savannah,2026-01-24,2,Flu ED visits pct,quantile,0.25,2026-02-07,0.2523877554436468
savannah,2026-01-24,3,Flu ED visits pct,quantile,0.25,2026-02-14,0.1026730585801374
savannah,2026-01-24,0,Flu ED visits pct,quantile,0.5,2026-01-24,1.725638016520071
savannah,2026-01-24,1,Flu ED visits pct,quantile,0.5,2026-01-31,1.0094892191896347
savannah,2026-01-24,2,Flu ED visits pct,quantile,0.5,2026-02-07,0.5344019821772137
savannah,2026-01-24,3,Flu ED visits pct,quantile,0.5,2026-02-14,0.28368948961195034
savannah,2026-01-24,0,Flu ED visits pct,quantile,0.75,2026-01-24,2.549537626889602
savannah,2026-01-24,1,Flu ED visits pct,quantile,0.75,2026-01-31,1.8389793114918436
savannah,2026-01-24,2,Flu ED visits pct,quantile,0.75,2026-02-07,1.1935224445633854
savannah,2026-01-24,3,Flu ED visits pct,quantile,0.75,2026-02-14,0.7235784490270991
savannah,2026-01-24,0,Flu ED visits pct,quantile,0.9,2026-01-24,3.3641239904276667
savannah,2026-01-24,1,Flu ED visits pct,quantile,0.9,2026-01-31,2.8552219038004765
savannah,2026-01-24,2,Flu ED visits pct,quantile,0.9,2026-02-07,2.184735551815425
savannah,2026-01-24,3,Flu ED visits pct,quantile,0.9,2026-02-14,1.5237364911527604
savannah,2026-01-24,0,Flu ED visits pct,quantile,0.95,2026-01-24,4.139353350135191
savannah,2026-01-24,1,Flu ED visits pct,quantile,0.95,2026-01-31,3.5708465780148715
savannah,2026-01-24,2,Flu ED visits pct,quantile,0.95,2026-02-07,2.913123539137008
savannah,2026-01-24,3,Flu ED visits pct,quantile,0.95,2026-02-14,1.9709334294942402
savannah,2026-01-24,0,Flu ED visits pct,quantile,0.975,2026-01-24,4.766929427678741
savannah,2026-01-24,1,Flu ED visits pct,quantile,0.975,2026-01-31,4.320937645965691
savannah,2026-01-24,2,Flu ED visits pct,quantile,0.975,2026-02-07,3.5919275773517336
savannah,2026-01-24,3,Flu ED visits pct,quantile,0.975,2026-02-14,2.519315164349678
floyd,2026-01-24,0,Flu ED visits pct,quantile,0.025,2026-01-24,0.0
floyd,2026-01-24,1,Flu ED visits pct,quantile,0.025,2026-01-31,0.0
floyd,2026-01-24,2,Flu ED visits pct,quantile,0.025,2026-02-07,0.0
floyd,2026-01-24,3,Flu ED visits pct,quantile,0.025,2026-02-14,0.0
floyd,2026-01-24,0,Flu ED visits pct,quantile,0.05,2026-01-24,0.0
floyd,2026-01-24,1,Flu ED visits pct,quantile,0.05,2026-01-31,0.0
floyd,2026-01-24,2,Flu ED visits pct,quantile,0.05,2026-02-07,0.0
floyd,2026-01-24,3,Flu ED visits pct,quantile,0.05,2026-02-14,0.0
floyd,2026-01-24,0,Flu ED visits pct,quantile,0.1,2026-01-24,0.11104459729386298
floyd,2026-01-24,1,Flu ED visits pct,quantile,0.1,2026-01-31,0.0
floyd,2026-01-24,2,Flu ED visits pct,quantile,0.1,2026-02-07,0.0
floyd,2026-01-24,3,Flu ED visits pct,quantile,0.1,2026-02-14,0.0
floyd,2026-01-24,0,Flu ED visits pct,quantile,0.25,2026-01-24,0.3372739938810728
floyd,2026-01-24,1,Flu ED visits pct,quantile,0.25,2026-01-31,0.0
floyd,2026-01-24,2,Flu ED visits pct,quantile,0.25,2026-02-07,0.0
floyd,2026-01-24,3,Flu ED visits pct,quantile,0.25,2026-02-14,0.0
