"","reference_date","location","horizon","target","target_end_date","output_type","output_type_id","value"
"56","2025-12-20","athens",1,"Flu ED visits pct","2025-12-27","quantile",0.025,0.978330382030773
"57","2025-12-20","south-augusta",1,"Flu ED visits pct","2025-12-27","quantile",0.025,0.146496052062937
"58","2025-12-20","columbus",1,"Flu ED visits pct","2025-12-27","quantile",0.025,0.09775752154544
"59","2025-12-20","la-grange",1,"Flu ED visits pct","2025-12-27","quantile",0.025,0.699906417361805
"60","2025-12-20","georgia",1,"Flu ED visits pct","2025-12-27","quantile",0.025,0.549116599004688
"61","2025-12-20","savannah",2,"Flu ED visits pct","2026-01-03","quantile",0.025,0.0429354670946153
"62","2025-12-20","floyd",2,"Flu ED visits pct","2026-01-03","quantile",0.025,0.628043344604876
"63","2025-12-20","hall",2,"Flu ED visits pct","2026-01-03","quantile",0.025,0.30055430200346
"64","2025-12-20","marietta",2,"Flu ED visits pct","2026-01-03","quantile",0.025,0.28323633752173
"65","2025-12-20","macon",2,"Flu ED visits pct","2026-01-03","quantile",0.025,0.743973501858322
"66","2025-12-20","henry",2,"Flu ED visits pct","2026-01-03","quantile",0.025,0.383343065773299
"67","2025-12-20","cherokee",2,"Flu ED visits pct","2026-01-03","quantile",0.025,0.456078555695152
"68","2025-12-20","athens",2,"Flu ED visits pct","2026-01-03","quantile",0.025,0.883546768979719
"69","2025-12-20","south-augusta",2,"Flu ED visits pct","2026-01-03","quantile",0.025,0.137842621910108
"70","2025-12-20","columbus",2,"Flu ED visits pct","2026-01-03","quantile",0.025,0.0604181156618173
"71","2025-12-20","la-grange",2,"Flu ED visits pct","2026-01-03","quantile",0.025,0.546680313327461
"72","2025-12-20","georgia",2,"Flu ED visits pct","2026-01-03","quantile",0.025,0.519173766610761
"73","2025-12-20","savannah",3,"Flu ED visits pct","2026-01-10","quantile",0.025,0.0442638619386717
"74","2025-12-20","floyd",3,"Flu ED visits pct","2026-01-10","quantile",0.025,0.582563572647929
"75","2025-12-20","hall",3,"Flu ED visits pct","2026-01-10","quantile",0.025,0.244919794758184
"76","2025-12-20","marietta",3,"Flu ED visits pct","2026-01-10","quantile",0.025,0.260174769202746
"77","2025-12-20","macon",3,"Flu ED visits pct","2026-01-10","quantile",0.025,0.662569331084979
"78","2025-12-20","henry",3,"Flu ED visits pct","2026-01-10","quantile",0.025,0.244427702073389
"79","2025-12-20","cherokee",3,"Flu ED visits pct","2026-01-10","quantile",0.025,0.361342182229379
"80","2025-12-20","athens",3,"Flu ED visits pct","2026-01-10","quantile",0.025,0.775331392001231
"81","2025-12-20","south-augusta",3,"Flu ED visits pct","2026-01-10","quantile",0.025,0.100986988861616
"82","2025-12-20","columbus",3,"Flu ED visits pct","2026-01-10","quantile",0.025,0.0419155806679457
"83","2025-12-20","la-grange",3,"Flu ED visits pct","2026-01-10","quantile",0.025,0.480536133105692
"84","2025-12-20","georgia",3,"Flu ED visits pct","2026-01-10","quantile",0.025,0.486115209308463
"85","2025-12-20","savannah",0,"Flu ED visits pct","2025-12-20","quantile",0.05,0.199066588111315
"86","2025-12-20","floyd",0,"Flu ED visits pct","2025-12-20","quantile",0.05,1.20555120413556
"87","2025-12-20","hall",0,"Flu ED visits pct","2025-12-20","quantile",0.05,0.819444375296967
"88","2025-12-20","marietta",0,"Flu ED visits pct","2025-12-20","quantile",0.05,0.605063400646595
"89","2025-12-20","macon",0,"Flu ED visits pct","2025-12-20","quantile",0.05,1.24862805286839
"90","2025-12-20","henry",0,"Flu ED visits pct","2025-12-20","quantile",0.05,0.580380836644458
"91","2025-12-20","cherokee",0,"Flu ED visits pct","2025-12-20","quantile",0.05,1.24321273721446
"92","2025-12-20","athens",0,"Flu ED visits pct","2025-12-20","quantile",0.05,1.73637405253706
"93","2025-12-20","south-augusta",0,"Flu ED visits pct","2025-12-20","quantile",0.05,0.332188352166678
"94","2025-12-20","columbus",0,"Flu ED visits pct","2025-12-20","quantile",0.05,0.272745451036281
"95","2025-12-20","la-grange",0,"Flu ED visits pct","2025-12-20","quantile",0.05,1.3229673459346
"96","2025-12-20","georgia",0,"Flu ED visits pct","2025-12-20","quantile",0.05,0.853166941149287
"97","2025-12-20","savannah",1,"Flu ED visits pct","2025-12-27","quantile",0.05,0.14213307709273
"98","2025-12-20","floyd",1,"Flu ED visits pct","2025-12-27","quantile",0.05,0.934003524819336
"99","2025-12-20","hall",1,"Flu ED visits pct","2025-12-27","quantile",0.05,0.610962329978699
"100","2025-12-20","marietta",1,"Flu ED visits pct","2025-12-27","quantile",0.05,0.481226849894526
"101","2025-12-20","macon",1,"Flu ED visits pct","2025-12-27","quantile",0.05,1.06606811265194
"102","2025-12-20","henry",1,"Flu ED visits pct","2025-12-27","quantile",0.05,0.475776661628291
"103","2025-12-20","cherokee",1,"Flu ED visits pct","2025-12-27","quantile",0.05,1.07188914301218
"104","2025-12-20","athens",1,"Flu ED visits pct","2025-12-27","quantile",0.05,1.48933709499384
"105","2025-12-20","south-augusta",1,"Flu ED visits pct","2025-12-27","quantile",0.05,0.212947087725187
"106","2025-12-20","columbus",1,"Flu ED visits pct","2025-12-27","quantile",0.05,0.179251112586388
"107","2025-12-20","la-grange",1,"Flu ED visits pct","2025-12-27","quantile",0.05,1.01413955543803
"108","2025-12-20","georgia",1,"Flu ED visits pct","2025-12-27","quantile",0.05,0.68182545142374
"109","2025-12-20","savannah",2,"Flu ED visits pct","2026-01-03","quantile",0.05,0.127958836082335
"110","2025-12-20","floyd",2,"Flu ED visits pct","2026-01-03","quantile",0.05,0.868071092888387
"111","2025-12-20","hall",2,"Flu ED visits pct","2026-01-03","quantile",0.05,0.588718300793873
"112","2025-12-20","marietta",2,"Flu ED visits pct","2026-01-03","quantile",0.05,0.429609216234176
"113","2025-12-20","macon",2,"Flu ED visits pct","2026-01-03","quantile",0.05,0.922415393809234
"114","2025-12-20","henry",2,"Flu ED visits pct","2026-01-03","quantile",0.05,0.48668973891111
"115","2025-12-20","cherokee",2,"Flu ED visits pct","2026-01-03","quantile",0.05,0.692648069437565
"116","2025-12-20","athens",2,"Flu ED visits pct","2026-01-03","quantile",0.05,1.24384572987413
"117","2025-12-20","south-augusta",2,"Flu ED visits pct","2026-01-03","quantile",0.05,0.188761971249666
"118","2025-12-20","columbus",2,"Flu ED visits pct","2026-01-03","quantile",0.05,0.148745237045917
"119","2025-12-20","la-grange",2,"Flu ED visits pct","2026-01-03","quantile",0.05,0.838860301553462
"120","2025-12-20","georgia",2,"Flu ED visits pct","2026-01-03","quantile",0.05,0.594393277273244
"121","2025-12-20","savannah",3,"Flu ED visits pct","2026-01-10","quantile",0.05,0.115652716952047
"122","2025-12-20","floyd",3,"Flu ED visits pct","2026-01-10","quantile",0.05,0.811161043117346
"123","2025-12-20","hall",3,"Flu ED visits pct","2026-01-10","quantile",0.05,0.479070837862781
"124","2025-12-20","marietta",3,"Flu ED visits pct","2026-01-10","quantile",0.05,0.356177631532844
"125","2025-12-20","macon",3,"Flu ED visits pct","2026-01-10","quantile",0.05,0.795240805538057
"126","2025-12-20","henry",3,"Flu ED visits pct","2026-01-10","quantile",0.05,0.318072720092809
"127","2025-12-20","cherokee",3,"Flu ED visits pct","2026-01-10","quantile",0.05,0.562820811150632
"128","2025-12-20","athens",3,"Flu ED visits pct","2026-01-10","quantile",0.05,1.05658000496628
"129","2025-12-20","south-augusta",3,"Flu ED visits pct","2026-01-10","quantile",0.05,0.163800010566015
"130","2025-12-20","columbus",3,"Flu ED visits pct","2026-01-10","quantile",0.05,0.140627543859514
"131","2025-12-20","la-grange",3,"Flu ED visits pct","2026-01-10","quantile",0.05,0.768738461484801
"132","2025-12-20","georgia",3,"Flu ED visits pct","2026-01-10","quantile",0.05,0.542642938694176
"133","2025-12-20","savannah",0,"Flu ED visits pct","2025-12-20","quantile",0.1,0.282102956244466
"134","2025-12-20","floyd",0,"Flu ED visits pct","2025-12-20","quantile",0.1,2.32815978214189
"135","2025-12-20","hall",0,"Flu ED visits pct","2025-12-20","quantile",0.1,1.39178069684414
"136","2025-12-20","marietta",0,"Flu ED visits pct","2025-12-20","quantile",0.1,0.836728351433723
"137","2025-12-20","macon",0,"Flu ED visits pct","2025-12-20","quantile",0.1,1.7235748085185
"138","2025-12-20","henry",0,"Flu ED visits pct","2025-12-20","quantile",0.1,1.75435837076579
"139","2025-12-20","cherokee",0,"Flu ED visits pct","2025-12-20","quantile",0.1,2.11432019874465
"140","2025-12-20","athens",0,"Flu ED visits pct","2025-12-20","quantile",0.1,2.64118654097536
"141","2025-12-20","south-augusta",0,"Flu ED visits pct","2025-12-20","quantile",0.1,0.446145660082447
"142","2025-12-20","columbus",0,"Flu ED visits pct","2025-12-20","quantile",0.1,0.375133888815409
"143","2025-12-20","la-grange",0,"Flu ED visits pct","2025-12-20","quantile",0.1,2.07451990809517
"144","2025-12-20","georgia",0,"Flu ED visits pct","2025-12-20","quantile",0.1,1.7401097288128
"145","2025-12-20","savannah",1,"Flu ED visits pct","2025-12-27","quantile",0.1,0.170678947717903
"146","2025-12-20","floyd",1,"Flu ED visits pct","2025-12-27","quantile",0.1,1.89179661631012
"147","2025-12-20","hall",1,"Flu ED visits pct","2025-12-27","quantile",0.1,1.20881785802869
"148","2025-12-20","marietta",1,"Flu ED visits pct","2025-12-27","quantile",0.1,0.495508305336529
"149","2025-12-20","macon",1,"Flu ED visits pct","2025-12-27","quantile",0.1,1.35761294103563
"150","2025-12-20","henry",1,"Flu ED visits pct","2025-12-27","quantile",0.1,1.23322515858923
"151","2025-12-20","cherokee",1,"Flu ED visits pct","2025-12-27","quantile",0.1,1.91362249045555
"152","2025-12-20","athens",1,"Flu ED visits pct","2025-12-27","quantile",0.1,2.32747221364366
"153","2025-12-20","south-augusta",1,"Flu ED visits pct","2025-12-27","quantile",0.1,0.332468253121351
"154","2025-12-20","columbus",1,"Flu ED visits pct","2025-12-27","quantile",0.1,0.187760159515644
"155","2025-12-20","la-grange",1,"Flu ED visits pct","2025-12-27","quantile",0.1,1.8452008782647
"156","2025-12-20","georgia",1,"Flu ED visits pct","2025-12-27","quantile",0.1,1.50488785194287
"157","2025-12-20","savannah",2,"Flu ED visits pct","2026-01-03","quantile",0.1,0.165546503931011
"158","2025-12-20","floyd",2,"Flu ED visits pct","2026-01-03","quantile",0.1,1.42024872004543
"159","2025-12-20","hall",2,"Flu ED visits pct","2026-01-03","quantile",0.1,0.815519882225525
"160","2025-12-20","marietta",2,"Flu ED visits pct","2026-01-03","quantile",0.1,0.471347371026611
"161","2025-12-20","macon",2,"Flu ED visits pct","2026-01-03","quantile",0.1,1.32161966309326
"162","2025-12-20","henry",2,"Flu ED visits pct","2026-01-03","quantile",0.1,0.722427422751331
"163","2025-12-20","cherokee",2,"Flu ED visits pct","2026-01-03","quantile",0.1,1.09429200211324
"164","2025-12-20","athens",2,"Flu ED visits pct","2026-01-03","quantile",0.1,1.78326819955789
"165","2025-12-20","south-augusta",2,"Flu ED visits pct","2026-01-03","quantile",0.1,0.272289529341395
"166","2025-12-20","columbus",2,"Flu ED visits pct","2026-01-03","quantile",0.1,0.17078005809434
"167","2025-12-20","la-grange",2,"Flu ED visits pct","2026-01-03","quantile",0.1,1.3146394709244
"168","2025-12-20","georgia",2,"Flu ED visits pct","2026-01-03","quantile",0.1,1.05905737292581
"169","2025-12-20","savannah",3,"Flu ED visits pct","2026-01-10","quantile",0.1,0.156943812794141
"170","2025-12-20","floyd",3,"Flu ED visits pct","2026-01-10","quantile",0.1,0.889837541237629
"171","2025-12-20","hall",3,"Flu ED visits pct","2026-01-10","quantile",0.1,0.63528232071218
"172","2025-12-20","marietta",3,"Flu ED visits pct","2026-01-10","quantile",0.1,0.3998754823202
"173","2025-12-20","macon",3,"Flu ED visits pct","2026-01-10","quantile",0.1,1.26610494625864
"174","2025-12-20","henry",3,"Flu ED visits pct","2026-01-10","quantile",0.1,0.416832183230586
"175","2025-12-20","cherokee",3,"Flu ED visits pct","2026-01-10","quantile",0.1,0.753743039080435
"176","2025-12-20","athens",3,"Flu ED visits pct","2026-01-10","quantile",0.1,1.55078576674342
"177","2025-12-20","south-augusta",3,"Flu ED visits pct","2026-01-10","quantile",0.1,0.253945687870074
"178","2025-12-20","columbus",3,"Flu ED visits pct","2026-01-10","quantile",0.1,0.155723771833469
"179","2025-12-20","la-grange",3,"Flu ED visits pct","2026-01-10","quantile",0.1,0.960750931480924
"180","2025-12-20","georgia",3,"Flu ED visits pct","2026-01-10","quantile",0.1,0.783927124179388
"181","2025-12-20","savannah",0,"Flu ED visits pct","2025-12-20","quantile",0.25,0.673188006829625
"182","2025-12-20","floyd",0,"Flu ED visits pct","2025-12-20","quantile",0.25,4.41707039679477
"183","2025-12-20","hall",0,"Flu ED visits pct","2025-12-20","quantile",0.25,2.11188577380259
"184","2025-12-20","marietta",0,"Flu ED visits pct","2025-12-20","quantile",0.25,2.24150849363202
"185","2025-12-20","macon",0,"Flu ED visits pct","2025-12-20","quantile",0.25,2.54113504138851
"186","2025-12-20","henry",0,"Flu ED visits pct","2025-12-20","quantile",0.25,3.47745437111843
"187","2025-12-20","cherokee",0,"Flu ED visits pct","2025-12-20","quantile",0.25,3.77180970871165
"188","2025-12-20","athens",0,"Flu ED visits pct","2025-12-20","quantile",0.25,4.35005626699664
"189","2025-12-20","south-augusta",0,"Flu ED visits pct","2025-12-20","quantile",0.25,1.18238825529203
"190","2025-12-20","columbus",0,"Flu ED visits pct","2025-12-20","quantile",0.25,1.0701218791316
"191","2025-12-20","la-grange",0,"Flu ED visits pct","2025-12-20","quantile",0.25,3.99219228968628
"192","2025-12-20","georgia",0,"Flu ED visits pct","2025-12-20","quantile",0.25,2.73138338425903
"193","2025-12-20","savannah",1,"Flu ED visits pct","2025-12-27","quantile",0.25,0.664896707068923
"194","2025-12-20","floyd",1,"Flu ED visits pct","2025-12-27","quantile",0.25,4.31535649874616
"195","2025-12-20","hall",1,"Flu ED visits pct","2025-12-27","quantile",0.25,2.01578761125264
"196","2025-12-20","marietta",1,"Flu ED visits pct","2025-12-27","quantile",0.25,2.11190723687738
"197","2025-12-20","macon",1,"Flu ED visits pct","2025-12-27","quantile",0.25,2.58875684495828
"198","2025-12-20","henry",1,"Flu ED visits pct","2025-12-27","quantile",0.25,2.43791800457896
"199","2025-12-20","cherokee",1,"Flu ED visits pct","2025-12-27","quantile",0.25,4.14306076218755
"200","2025-12-20","athens",1,"Flu ED visits pct","2025-12-27","quantile",0.25,4.339774321723
"201","2025-12-20","south-augusta",1,"Flu ED visits pct","2025-12-27","quantile",0.25,1.23868613434068
"202","2025-12-20","columbus",1,"Flu ED visits pct","2025-12-27","quantile",0.25,1.08281204525015
"203","2025-12-20","la-grange",1,"Flu ED visits pct","2025-12-27","quantile",0.25,3.70024598107699
"204","2025-12-20","georgia",1,"Flu ED visits pct","2025-12-27","quantile",0.25,2.69614851594827
"205","2025-12-20","savannah",2,"Flu ED visits pct","2026-01-03","quantile",0.25,0.483546060763557
"206","2025-12-20","floyd",2,"Flu ED visits pct","2026-01-03","quantile",0.25,3.46939388509628
"207","2025-12-20","hall",2,"Flu ED visits pct","2026-01-03","quantile",0.25,2.1168656178529
"208","2025-12-20","marietta",2,"Flu ED visits pct","2026-01-03","quantile",0.25,2.06040202501336
"209","2025-12-20","macon",2,"Flu ED visits pct","2026-01-03","quantile",0.25,2.46970881027531
"210","2025-12-20","henry",2,"Flu ED visits pct","2026-01-03","quantile",0.25,1.67618807481137
"211","2025-12-20","cherokee",2,"Flu ED visits pct","2026-01-03","quantile",0.25,3.15645460040483
"212","2025-12-20","athens",2,"Flu ED visits pct","2026-01-03","quantile",0.25,3.06357447916874
"213","2025-12-20","south-augusta",2,"Flu ED visits pct","2026-01-03","quantile",0.25,1.02474568073743
"214","2025-12-20","columbus",2,"Flu ED visits pct","2026-01-03","quantile",0.25,0.641183168681513
"215","2025-12-20","la-grange",2,"Flu ED visits pct","2026-01-03","quantile",0.25,3.00572379488723
"216","2025-12-20","georgia",2,"Flu ED visits pct","2026-01-03","quantile",0.25,2.72082192004764
"217","2025-12-20","savannah",3,"Flu ED visits pct","2026-01-10","quantile",0.25,0.450361621053074
"218","2025-12-20","floyd",3,"Flu ED visits pct","2026-01-10","quantile",0.25,2.79903093024903
"219","2025-12-20","hall",3,"Flu ED visits pct","2026-01-10","quantile",0.25,1.58477518418049
"220","2025-12-20","marietta",3,"Flu ED visits pct","2026-01-10","quantile",0.25,1.43699026549211
"221","2025-12-20","macon",3,"Flu ED visits pct","2026-01-10","quantile",0.25,2.17847537735832
"222","2025-12-20","henry",3,"Flu ED visits pct","2026-01-10","quantile",0.25,1.24034629914157
"223","2025-12-20","cherokee",3,"Flu ED visits pct","2026-01-10","quantile",0.25,2.35750374474937
"224","2025-12-20","athens",3,"Flu ED visits pct","2026-01-10","quantile",0.25,2.37766208464648
"225","2025-12-20","south-augusta",3,"Flu ED visits pct","2026-01-10","quantile",0.25,0.7691406922517
"226","2025-12-20","columbus",3,"Flu ED visits pct","2026-01-10","quantile",0.25,0.559388517377381
"227","2025-12-20","la-grange",3,"Flu ED visits pct","2026-01-10","quantile",0.25,2.35603033577708
"228","2025-12-20","georgia",3,"Flu ED visits pct","2026-01-10","quantile",0.25,2.40364467064566
"229","2025-12-20","savannah",0,"Flu ED visits pct","2025-12-20","quantile",0.5,1.13676469274286
"230","2025-12-20","floyd",0,"Flu ED visits pct","2025-12-20","quantile",0.5,6.81474925327795
"231","2025-12-20","hall",0,"Flu ED visits pct","2025-12-20","quantile",0.5,3.11430446774029
"232","2025-12-20","marietta",0,"Flu ED visits pct","2025-12-20","quantile",0.5,3.85004821149654
"233","2025-12-20","macon",0,"Flu ED visits pct","2025-12-20","quantile",0.5,3.41363223272179
"234","2025-12-20","henry",0,"Flu ED visits pct","2025-12-20","quantile",0.5,5.45960866312032
"235","2025-12-20","cherokee",0,"Flu ED visits pct","2025-12-20","quantile",0.5,5.88474720371572
"236","2025-12-20","athens",0,"Flu ED visits pct","2025-12-20","quantile",0.5,5.79191462586379
"237","2025-12-20","south-augusta",0,"Flu ED visits pct","2025-12-20","quantile",0.5,2.09714444109172
"238","2025-12-20","columbus",0,"Flu ED visits pct","2025-12-20","quantile",0.5,2.0104163265763
"239","2025-12-20","la-grange",0,"Flu ED visits pct","2025-12-20","quantile",0.5,5.55145809778167
"240","2025-12-20","georgia",0,"Flu ED visits pct","2025-12-20","quantile",0.5,4.19751992503647
"241","2025-12-20","savannah",1,"Flu ED visits pct","2025-12-27","quantile",0.5,1.06828066814786
"242","2025-12-20","floyd",1,"Flu ED visits pct","2025-12-27","quantile",0.5,6.52332591800127
"243","2025-12-20","hall",1,"Flu ED visits pct","2025-12-27","quantile",0.5,2.93934824655621
"244","2025-12-20","marietta",1,"Flu ED visits pct","2025-12-27","quantile",0.5,3.85770386511235
"245","2025-12-20","macon",1,"Flu ED visits pct","2025-12-27","quantile",0.5,3.54629198254082
"246","2025-12-20","henry",1,"Flu ED visits pct","2025-12-27","quantile",0.5,4.1380354769182
"247","2025-12-20","cherokee",1,"Flu ED visits pct","2025-12-27","quantile",0.5,5.8172727344587
"248","2025-12-20","athens",1,"Flu ED visits pct","2025-12-27","quantile",0.5,5.71968721642185
"249","2025-12-20","south-augusta",1,"Flu ED visits pct","2025-12-27","quantile",0.5,2.13864155729405
"250","2025-12-20","columbus",1,"Flu ED visits pct","2025-12-27","quantile",0.5,1.38562683551596
"251","2025-12-20","la-grange",1,"Flu ED visits pct","2025-12-27","quantile",0.5,5.09332654509349
"252","2025-12-20","georgia",1,"Flu ED visits pct","2025-12-27","quantile",0.5,4.26965050099699
"253","2025-12-20","savannah",2,"Flu ED visits pct","2026-01-03","quantile",0.5,0.772838994416215
"254","2025-12-20","floyd",2,"Flu ED visits pct","2026-01-03","quantile",0.5,4.63545030285668
"255","2025-12-20","hall",2,"Flu ED visits pct","2026-01-03","quantile",0.5,2.41988426877335
"256","2025-12-20","marietta",2,"Flu ED visits pct","2026-01-03","quantile",0.5,2.54211131965244
"257","2025-12-20","macon",2,"Flu ED visits pct","2026-01-03","quantile",0.5,2.80752534221003
"258","2025-12-20","henry",2,"Flu ED visits pct","2026-01-03","quantile",0.5,1.97712401322658
"259","2025-12-20","cherokee",2,"Flu ED visits pct","2026-01-03","quantile",0.5,4.82689945183781
"260","2025-12-20","athens",2,"Flu ED visits pct","2026-01-03","quantile",0.5,4.72262121223064
"261","2025-12-20","south-augusta",2,"Flu ED visits pct","2026-01-03","quantile",0.5,1.37010364510677
"262","2025-12-20","columbus",2,"Flu ED visits pct","2026-01-03","quantile",0.5,1.15830831019005
"263","2025-12-20","la-grange",2,"Flu ED visits pct","2026-01-03","quantile",0.5,3.85996302422442
"264","2025-12-20","georgia",2,"Flu ED visits pct","2026-01-03","quantile",0.5,4.19694735066332
"265","2025-12-20","savannah",3,"Flu ED visits pct","2026-01-10","quantile",0.5,0.77675547908966
"266","2025-12-20","floyd",3,"Flu ED visits pct","2026-01-10","quantile",0.5,4.47978645320852
"267","2025-12-20","hall",3,"Flu ED visits pct","2026-01-10","quantile",0.5,2.28990807715901
"268","2025-12-20","marietta",3,"Flu ED visits pct","2026-01-10","quantile",0.5,1.86243523299271
"269","2025-12-20","macon",3,"Flu ED visits pct","2026-01-10","quantile",0.5,2.19243085464947
"270","2025-12-20","henry",3,"Flu ED visits pct","2026-01-10","quantile",0.5,1.92873692848715
"271","2025-12-20","cherokee",3,"Flu ED visits pct","2026-01-10","quantile",0.5,4.1646367267098
"272","2025-12-20","athens",3,"Flu ED visits pct","2026-01-10","quantile",0.5,4.0876894318586
"273","2025-12-20","south-augusta",3,"Flu ED visits pct","2026-01-10","quantile",0.5,1.22576299119082
"274","2025-12-20","columbus",3,"Flu ED visits pct","2026-01-10","quantile",0.5,1.25579765072272
"275","2025-12-20","la-grange",3,"Flu ED visits pct","2026-01-10","quantile",0.5,3.30706973773202
"276","2025-12-20","georgia",3,"Flu ED visits pct","2026-01-10","quantile",0.5,3.92455810831403
"277","2025-12-20","savannah",0,"Flu ED visits pct","2025-12-20","quantile",0.75,1.4065751723496
"278","2025-12-20","floyd",0,"Flu ED visits pct","2025-12-20","quantile",0.75,7.62127261121739
