"","reference_date","location","horizon","target","target_end_date","output_type","output_type_id","value"
"35",2025-02-22,"Brooklyn",0,"ILI ED visits",2025-02-22,"quantile",0.5,1178
"36",2025-02-22,"Brooklyn",0,"ILI ED visits",2025-02-22,"quantile",0.55,1201
"37",2025-02-22,"Brooklyn",0,"ILI ED visits",2025-02-22,"quantile",0.6,1223.4
"38",2025-02-22,"Brooklyn",0,"ILI ED visits",2025-02-22,"quantile",0.65,1246
"39",2025-02-22,"Brooklyn",0,"ILI ED visits",2025-02-22,"quantile",0.7,1275
"40",2025-02-22,"Brooklyn",0,"ILI ED visits",2025-02-22,"quantile",0.75,1304
"41",2025-02-22,"Brooklyn",0,"ILI ED visits",2025-02-22,"quantile",0.8,1336
"42",2025-02-22,"Brooklyn",0,"ILI ED visits",2025-02-22,"quantile",0.85,1379
"43",2025-02-22,"Brooklyn",0,"ILI ED visits",2025-02-22,"quantile",0.9,1428
"44",2025-02-22,"Brooklyn",0,"ILI ED visits",2025-02-22,"quantile",0.95,1503.05
"45",2025-02-22,"Brooklyn",0,"ILI ED visits",2025-02-22,"quantile",0.975,1588.025
"46",2025-02-22,"Brooklyn",0,"ILI ED visits",2025-02-22,"quantile",0.99,1660.08
"47",2025-02-22,"Manhattan",0,"ILI ED visits",2025-02-22,"quantile",0.01,422
"48",2025-02-22,"Manhattan",0,"ILI ED visits",2025-02-22,"quantile",0.025,446
"49",2025-02-22,"Manhattan",0,"ILI ED visits",2025-02-22,"quantile",0.05,465
"50",2025-02-22,"Manhattan",0,"ILI ED visits",2025-02-22,"quantile",0.1,493
"51",2025-02-22,"Manhattan",0,"ILI ED visits",2025-02-22,"quantile",0.15,513
"52",2025-02-22,"Manhattan",0,"ILI ED visits",2025-02-22,"quantile",0.2,529
"53",2025-02-22,"Manhattan",0,"ILI ED visits",2025-02-22,"quantile",0.25,543.75
"54",2025-02-22,"Manhattan",0,"ILI ED visits",2025-02-22,"quantile",0.3,555
"55",2025-02-22,"Manhattan",0,"ILI ED visits",2025-02-22,"quantile",0.35,568
"56",2025-02-22,"Manhattan",0,"ILI ED visits",2025-02-22,"quantile",0.4,578.6
"57",2025-02-22,"Manhattan",0,"ILI ED visits",2025-02-22,"quantile",0.45,588
"58",2025-02-22,"Manhattan",0,"ILI ED visits",2025-02-22,"quantile",0.5,600
"59",2025-02-22,"Manhattan",0,"ILI ED visits",2025-02-22,"quantile",0.55,611
"60",2025-02-22,"Manhattan",0,"ILI ED visits",2025-02-22,"quantile",0.6,622
"61",2025-02-22,"Manhattan",0,"ILI ED visits",2025-02-22,"quantile",0.65,632
"62",2025-02-22,"Manhattan",0,"ILI ED visits",2025-02-22,"quantile",0.7,645
"63",2025-02-22,"Manhattan",0,"ILI ED visits",2025-02-22,"quantile",0.75,660
"64",2025-02-22,"Manhattan",0,"ILI ED visits",2025-02-22,"quantile",0.8,678
"65",2025-02-22,"Manhattan",0,"ILI ED visits",2025-02-22,"quantile",0.85,695.15
"66",2025-02-22,"Manhattan",0,"ILI ED visits",2025-02-22,"quantile",0.9,718.1
"67",2025-02-22,"Manhattan",0,"ILI ED visits",2025-02-22,"quantile",0.95,759
"68",2025-02-22,"Manhattan",0,"ILI ED visits",2025-02-22,"quantile",0.975,790
"69",2025-02-22,"Manhattan",0,"ILI ED visits",2025-02-22,"quantile",0.99,820
"70",2025-02-22,"NYC",0,"ILI ED visits",2025-02-22,"quantile",0.01,2981.9
"71",2025-02-22,"NYC",0,"ILI ED visits",2025-02-22,"quantile",0.025,3168.85
"72",2025-02-22,"NYC",0,"ILI ED visits",2025-02-22,"quantile",0.05,3270.95
"73",2025-02-22,"NYC",0,"ILI ED visits",2025-02-22,"quantile",0.1,3443.9
"74",2025-02-22,"NYC",0,"ILI ED visits",2025-02-22,"quantile",0.15,3562.4
"75",2025-02-22,"NYC",0,"ILI ED visits",2025-02-22,"quantile",0.2,3658.8
"76",2025-02-22,"NYC",0,"ILI ED visits",2025-02-22,"quantile",0.25,3740.75
"77",2025-02-22,"NYC",0,"ILI ED visits",2025-02-22,"quantile",0.3,3807.7
"78",2025-02-22,"NYC",0,"ILI ED visits",2025-02-22,"quantile",0.35,3866
"79",2025-02-22,"NYC",0,"ILI ED visits",2025-02-22,"quantile",0.4,3939
"80",2025-02-22,"NYC",0,"ILI ED visits",2025-02-22,"quantile",0.45,3999.55
"81",2025-02-22,"NYC",0,"ILI ED visits",2025-02-22,"quantile",0.5,4056.5
"82",2025-02-22,"NYC",0,"ILI ED visits",2025-02-22,"quantile",0.55,4120.9
"83",2025-02-22,"NYC",0,"ILI ED visits",2025-02-22,"quantile",0.6,4189.4
"84",2025-02-22,"NYC",0,"ILI ED visits",2025-02-22,"quantile",0.65,4253
"85",2025-02-22,"NYC",0,"ILI ED visits",2025-02-22,"quantile",0.7,4314.3
"86",2025-02-22,"NYC",0,"ILI ED visits",2025-02-22,"quantile",0.75,4404.25
"87",2025-02-22,"NYC",0,"ILI ED visits",2025-02-22,"quantile",0.8,4501.2
"88",2025-02-22,"NYC",0,"ILI ED visits",2025-02-22,"quantile",0.85,4612
"89",2025-02-22,"NYC",0,"ILI ED visits",2025-02-22,"quantile",0.9,4759.4
"90",2025-02-22,"NYC",0,"ILI ED visits",2025-02-22,"quantile",0.95,4968.15
"91",2025-02-22,"NYC",0,"ILI ED visits",2025-02-22,"quantile",0.975,5142.125
"92",2025-02-22,"NYC",0,"ILI ED visits",2025-02-22,"quantile",0.99,5403.06
"93",2025-02-22,"Queens",0,"ILI ED visits",2025-02-22,"quantile",0.01,739.99
"94",2025-02-22,"Queens",0,"ILI ED visits",2025-02-22,"quantile",0.025,771.975
"95",2025-02-22,"Queens",0,"ILI ED visits",2025-02-22,"quantile",0.05,811.95
"96",2025-02-22,"Queens",0,"ILI ED visits",2025-02-22,"quantile",0.1,855.9
"97",2025-02-22,"Queens",0,"ILI ED visits",2025-02-22,"quantile",0.15,881
"98",2025-02-22,"Queens",0,"ILI ED visits",2025-02-22,"quantile",0.2,907.8
"99",2025-02-22,"Queens",0,"ILI ED visits",2025-02-22,"quantile",0.25,927
"100",2025-02-22,"Queens",0,"ILI ED visits",2025-02-22,"quantile",0.3,950.7
"101",2025-02-22,"Queens",0,"ILI ED visits",2025-02-22,"quantile",0.35,971
"102",2025-02-22,"Queens",0,"ILI ED visits",2025-02-22,"quantile",0.4,990
"103",2025-02-22,"Queens",0,"ILI ED visits",2025-02-22,"quantile",0.45,1009.55
"104",2025-02-22,"Queens",0,"ILI ED visits",2025-02-22,"quantile",0.5,1028.5
"105",2025-02-22,"Queens",0,"ILI ED visits",2025-02-22,"quantile",0.55,1045
"106",2025-02-22,"Queens",0,"ILI ED visits",2025-02-22,"quantile",0.6,1065
"107",2025-02-22,"Queens",0,"ILI ED visits",2025-02-22,"quantile",0.65,1084.35
"108",2025-02-22,"Queens",0,"ILI ED visits",2025-02-22,"quantile",0.7,1105
"109",2025-02-22,"Queens",0,"ILI ED visits",2025-02-22,"quantile",0.75,1129
"110",2025-02-22,"Queens",0,"ILI ED visits",2025-02-22,"quantile",0.8,1155
"111",2025-02-22,"Queens",0,"ILI ED visits",2025-02-22,"quantile",0.85,1194
"112",2025-02-22,"Queens",0,"ILI ED visits",2025-02-22,"quantile",0.9,1235.1
"113",2025-02-22,"Queens",0,"ILI ED visits",2025-02-22,"quantile",0.95,1306.05
"114",2025-02-22,"Queens",0,"ILI ED visits",2025-02-22,"quantile",0.975,1363.025
"115",2025-02-22,"Queens",0,"ILI ED visits",2025-02-22,"quantile",0.99,1437.12
"116",2025-02-22,"Staten Island",0,"ILI ED visits",2025-02-22,"quantile",0.01,57.99
"117",2025-02-22,"Staten Island",0,"ILI ED visits",2025-02-22,"quantile",0.025,62
"118",2025-02-22,"Staten Island",0,"ILI ED visits",2025-02-22,"quantile",0.05,67
"119",2025-02-22,"Staten Island",0,"ILI ED visits",2025-02-22,"quantile",0.1,73
"120",2025-02-22,"Staten Island",0,"ILI ED visits",2025-02-22,"quantile",0.15,78
"121",2025-02-22,"Staten Island",0,"ILI ED visits",2025-02-22,"quantile",0.2,82
"122",2025-02-22,"Staten Island",0,"ILI ED visits",2025-02-22,"quantile",0.25,85
"123",2025-02-22,"Staten Island",0,"ILI ED visits",2025-02-22,"quantile",0.3,88
"124",2025-02-22,"Staten Island",0,"ILI ED visits",2025-02-22,"quantile",0.35,90
"125",2025-02-22,"Staten Island",0,"ILI ED visits",2025-02-22,"quantile",0.4,93
"126",2025-02-22,"Staten Island",0,"ILI ED visits",2025-02-22,"quantile",0.45,95.5500000000001
"127",2025-02-22,"Staten Island",0,"ILI ED visits",2025-02-22,"quantile",0.5,98
"128",2025-02-22,"Staten Island",0,"ILI ED visits",2025-02-22,"quantile",0.55,100
"129",2025-02-22,"Staten Island",0,"ILI ED visits",2025-02-22,"quantile",0.6,104
"130",2025-02-22,"Staten Island",0,"ILI ED visits",2025-02-22,"quantile",0.65,106
"131",2025-02-22,"Staten Island",0,"ILI ED visits",2025-02-22,"quantile",0.7,109
"132",2025-02-22,"Staten Island",0,"ILI ED visits",2025-02-22,"quantile",0.75,113
"133",2025-02-22,"Staten Island",0,"ILI ED visits",2025-02-22,"quantile",0.8,117
"134",2025-02-22,"Staten Island",0,"ILI ED visits",2025-02-22,"quantile",0.85,123
"135",2025-02-22,"Staten Island",0,"ILI ED visits",2025-02-22,"quantile",0.9,130
"136",2025-02-22,"Staten Island",0,"ILI ED visits",2025-02-22,"quantile",0.95,140
"137",2025-02-22,"Staten Island",0,"ILI ED visits",2025-02-22,"quantile",0.975,148.025
"138",2025-02-22,"Staten Island",0,"ILI ED visits",2025-02-22,"quantile",0.99,157
"139",2025-02-22,"Bronx",1,"ILI ED visits",2025-03-01,"quantile",0.01,606
"140",2025-02-22,"Bronx",1,"ILI ED visits",2025-03-01,"quantile",0.025,659.975
"141",2025-02-22,"Bronx",1,"ILI ED visits",2025-03-01,"quantile",0.05,701
"142",2025-02-22,"Bronx",1,"ILI ED visits",2025-03-01,"quantile",0.1,751
"143",2025-02-22,"Bronx",1,"ILI ED visits",2025-03-01,"quantile",0.15,787
"144",2025-02-22,"Bronx",1,"ILI ED visits",2025-03-01,"quantile",0.2,814
"145",2025-02-22,"Bronx",1,"ILI ED visits",2025-03-01,"quantile",0.25,838.75
"146",2025-02-22,"Bronx",1,"ILI ED visits",2025-03-01,"quantile",0.3,861.7
"147",2025-02-22,"Bronx",1,"ILI ED visits",2025-03-01,"quantile",0.35,883
"148",2025-02-22,"Bronx",1,"ILI ED visits",2025-03-01,"quantile",0.4,907
"149",2025-02-22,"Bronx",1,"ILI ED visits",2025-03-01,"quantile",0.45,931
"150",2025-02-22,"Bronx",1,"ILI ED visits",2025-03-01,"quantile",0.5,955
"151",2025-02-22,"Bronx",1,"ILI ED visits",2025-03-01,"quantile",0.55,978
"152",2025-02-22,"Bronx",1,"ILI ED visits",2025-03-01,"quantile",0.6,1003
"153",2025-02-22,"Bronx",1,"ILI ED visits",2025-03-01,"quantile",0.65,1026.35
"154",2025-02-22,"Bronx",1,"ILI ED visits",2025-03-01,"quantile",0.7,1054.3
"155",2025-02-22,"Bronx",1,"ILI ED visits",2025-03-01,"quantile",0.75,1084.25
"156",2025-02-22,"Bronx",1,"ILI ED visits",2025-03-01,"quantile",0.8,1123
"157",2025-02-22,"Bronx",1,"ILI ED visits",2025-03-01,"quantile",0.85,1161
"158",2025-02-22,"Bronx",1,"ILI ED visits",2025-03-01,"quantile",0.9,1213
"159",2025-02-22,"Bronx",1,"ILI ED visits",2025-03-01,"quantile",0.95,1297
"160",2025-02-22,"Bronx",1,"ILI ED visits",2025-03-01,"quantile",0.975,1389.05
"161",2025-02-22,"Bronx",1,"ILI ED visits",2025-03-01,"quantile",0.99,1467.01
"162",2025-02-22,"Brooklyn",1,"ILI ED visits",2025-03-01,"quantile",0.01,682.93
"163",2025-02-22,"Brooklyn",1,"ILI ED visits",2025-03-01,"quantile",0.025,723.95
"164",2025-02-22,"Brooklyn",1,"ILI ED visits",2025-03-01,"quantile",0.05,779.95
"165",2025-02-22,"Brooklyn",1,"ILI ED visits",2025-03-01,"quantile",0.1,836.9
"166",2025-02-22,"Brooklyn",1,"ILI ED visits",2025-03-01,"quantile",0.15,879
"167",2025-02-22,"Brooklyn",1,"ILI ED visits",2025-03-01,"quantile",0.2,916.8
"168",2025-02-22,"Brooklyn",1,"ILI ED visits",2025-03-01,"quantile",0.25,949.5
"169",2025-02-22,"Brooklyn",1,"ILI ED visits",2025-03-01,"quantile",0.3,978
"170",2025-02-22,"Brooklyn",1,"ILI ED visits",2025-03-01,"quantile",0.35,1001.65
"171",2025-02-22,"Brooklyn",1,"ILI ED visits",2025-03-01,"quantile",0.4,1030.6
"172",2025-02-22,"Brooklyn",1,"ILI ED visits",2025-03-01,"quantile",0.45,1058
"173",2025-02-22,"Brooklyn",1,"ILI ED visits",2025-03-01,"quantile",0.5,1084
"174",2025-02-22,"Brooklyn",1,"ILI ED visits",2025-03-01,"quantile",0.55,1111
"175",2025-02-22,"Brooklyn",1,"ILI ED visits",2025-03-01,"quantile",0.6,1145
"176",2025-02-22,"Brooklyn",1,"ILI ED visits",2025-03-01,"quantile",0.65,1176
"177",2025-02-22,"Brooklyn",1,"ILI ED visits",2025-03-01,"quantile",0.7,1207
"178",2025-02-22,"Brooklyn",1,"ILI ED visits",2025-03-01,"quantile",0.75,1238
"179",2025-02-22,"Brooklyn",1,"ILI ED visits",2025-03-01,"quantile",0.8,1273.2
"180",2025-02-22,"Brooklyn",1,"ILI ED visits",2025-03-01,"quantile",0.85,1329.3
"181",2025-02-22,"Brooklyn",1,"ILI ED visits",2025-03-01,"quantile",0.9,1395.1
"182",2025-02-22,"Brooklyn",1,"ILI ED visits",2025-03-01,"quantile",0.95,1489.05
"183",2025-02-22,"Brooklyn",1,"ILI ED visits",2025-03-01,"quantile",0.975,1588.025
"184",2025-02-22,"Brooklyn",1,"ILI ED visits",2025-03-01,"quantile",0.99,1759.03
"185",2025-02-22,"Manhattan",1,"ILI ED visits",2025-03-01,"quantile",0.01,333.98
"186",2025-02-22,"Manhattan",1,"ILI ED visits",2025-03-01,"quantile",0.025,360.975
"187",2025-02-22,"Manhattan",1,"ILI ED visits",2025-03-01,"quantile",0.05,394.9
"188",2025-02-22,"Manhattan",1,"ILI ED visits",2025-03-01,"quantile",0.1,427
"189",2025-02-22,"Manhattan",1,"ILI ED visits",2025-03-01,"quantile",0.15,449.85
"190",2025-02-22,"Manhattan",1,"ILI ED visits",2025-03-01,"quantile",0.2,466
"191",2025-02-22,"Manhattan",1,"ILI ED visits",2025-03-01,"quantile",0.25,480
"192",2025-02-22,"Manhattan",1,"ILI ED visits",2025-03-01,"quantile",0.3,495
"193",2025-02-22,"Manhattan",1,"ILI ED visits",2025-03-01,"quantile",0.35,509
"194",2025-02-22,"Manhattan",1,"ILI ED visits",2025-03-01,"quantile",0.4,522
"195",2025-02-22,"Manhattan",1,"ILI ED visits",2025-03-01,"quantile",0.45,536.55
"196",2025-02-22,"Manhattan",1,"ILI ED visits",2025-03-01,"quantile",0.5,550
"197",2025-02-22,"Manhattan",1,"ILI ED visits",2025-03-01,"quantile",0.55,563
"198",2025-02-22,"Manhattan",1,"ILI ED visits",2025-03-01,"quantile",0.6,579
"199",2025-02-22,"Manhattan",1,"ILI ED visits",2025-03-01,"quantile",0.65,592
"200",2025-02-22,"Manhattan",1,"ILI ED visits",2025-03-01,"quantile",0.7,608
"201",2025-02-22,"Manhattan",1,"ILI ED visits",2025-03-01,"quantile",0.75,628
"202",2025-02-22,"Manhattan",1,"ILI ED visits",2025-03-01,"quantile",0.8,651
"203",2025-02-22,"Manhattan",1,"ILI ED visits",2025-03-01,"quantile",0.85,677
"204",2025-02-22,"Manhattan",1,"ILI ED visits",2025-03-01,"quantile",0.9,708
"205",2025-02-22,"Manhattan",1,"ILI ED visits",2025-03-01,"quantile",0.95,756
"206",2025-02-22,"Manhattan",1,"ILI ED visits",2025-03-01,"quantile",0.975,798.05
"207",2025-02-22,"Manhattan",1,"ILI ED visits",2025-03-01,"quantile",0.99,884
"208",2025-02-22,"NYC",1,"ILI ED visits",2025-03-01,"quantile",0.01,2449.92
"209",2025-02-22,"NYC",1,"ILI ED visits",2025-03-01,"quantile",0.025,2673.975
"210",2025-02-22,"NYC",1,"ILI ED visits",2025-03-01,"quantile",0.05,2776.9
"211",2025-02-22,"NYC",1,"ILI ED visits",2025-03-01,"quantile",0.1,2947.5
"212",2025-02-22,"NYC",1,"ILI ED visits",2025-03-01,"quantile",0.15,3093.7
"213",2025-02-22,"NYC",1,"ILI ED visits",2025-03-01,"quantile",0.2,3214
"214",2025-02-22,"NYC",1,"ILI ED visits",2025-03-01,"quantile",0.25,3316.75
"215",2025-02-22,"NYC",1,"ILI ED visits",2025-03-01,"quantile",0.3,3400
"216",2025-02-22,"NYC",1,"ILI ED visits",2025-03-01,"quantile",0.35,3487
"217",2025-02-22,"NYC",1,"ILI ED visits",2025-03-01,"quantile",0.4,3568.2
"218",2025-02-22,"NYC",1,"ILI ED visits",2025-03-01,"quantile",0.45,3650.65
"219",2025-02-22,"NYC",1,"ILI ED visits",2025-03-01,"quantile",0.5,3736.5
"220",2025-02-22,"NYC",1,"ILI ED visits",2025-03-01,"quantile",0.55,3819.45
"221",2025-02-22,"NYC",1,"ILI ED visits",2025-03-01,"quantile",0.6,3909.8
"222",2025-02-22,"NYC",1,"ILI ED visits",2025-03-01,"quantile",0.65,3991
"223",2025-02-22,"NYC",1,"ILI ED visits",2025-03-01,"quantile",0.7,4086
"224",2025-02-22,"NYC",1,"ILI ED visits",2025-03-01,"quantile",0.75,4193.5
"225",2025-02-22,"NYC",1,"ILI ED visits",2025-03-01,"quantile",0.8,4321
"226",2025-02-22,"NYC",1,"ILI ED visits",2025-03-01,"quantile",0.85,4474
"227",2025-02-22,"NYC",1,"ILI ED visits",2025-03-01,"quantile",0.9,4667.3
"228",2025-02-22,"NYC",1,"ILI ED visits",2025-03-01,"quantile",0.95,4987.15
"229",2025-02-22,"NYC",1,"ILI ED visits",2025-03-01,"quantile",0.975,5349.05
"230",2025-02-22,"NYC",1,"ILI ED visits",2025-03-01,"quantile",0.99,5561.12
"231",2025-02-22,"Queens",1,"ILI ED visits",2025-03-01,"quantile",0.01,581.99
"232",2025-02-22,"Queens",1,"ILI ED visits",2025-03-01,"quantile",0.025,629
"233",2025-02-22,"Queens",1,"ILI ED visits",2025-03-01,"quantile",0.05,681
"234",2025-02-22,"Queens",1,"ILI ED visits",2025-03-01,"quantile",0.1,729.9
"235",2025-02-22,"Queens",1,"ILI ED visits",2025-03-01,"quantile",0.15,766
"236",2025-02-22,"Queens",1,"ILI ED visits",2025-03-01,"quantile",0.2,796.4
"237",2025-02-22,"Queens",1,"ILI ED visits",2025-03-01,"quantile",0.25,824
"238",2025-02-22,"Queens",1,"ILI ED visits",2025-03-01,"quantile",0.3,846
"239",2025-02-22,"Queens",1,"ILI ED visits",2025-03-01,"quantile",0.35,870
"240",2025-02-22,"Queens",1,"ILI ED visits",2025-03-01,"quantile",0.4,895.6
"241",2025-02-22,"Queens",1,"ILI ED visits",2025-03-01,"quantile",0.45,917.55
"242",2025-02-22,"Queens",1,"ILI ED visits",2025-03-01,"quantile",0.5,939
"243",2025-02-22,"Queens",1,"ILI ED visits",2025-03-01,"quantile",0.55,963.45
"244",2025-02-22,"Queens",1,"ILI ED visits",2025-03-01,"quantile",0.6,989.4
"245",2025-02-22,"Queens",1,"ILI ED visits",2025-03-01,"quantile",0.65,1015
"246",2025-02-22,"Queens",1,"ILI ED visits",2025-03-01,"quantile",0.7,1043
"247",2025-02-22,"Queens",1,"ILI ED visits",2025-03-01,"quantile",0.75,1074
"248",2025-02-22,"Queens",1,"ILI ED visits",2025-03-01,"quantile",0.8,1106
"249",2025-02-22,"Queens",1,"ILI ED visits",2025-03-01,"quantile",0.85,1151
"250",2025-02-22,"Queens",1,"ILI ED visits",2025-03-01,"quantile",0.9,1197
"251",2025-02-22,"Queens",1,"ILI ED visits",2025-03-01,"quantile",0.95,1298.1
"252",2025-02-22,"Queens",1,"ILI ED visits",2025-03-01,"quantile",0.975,1394.25
"253",2025-02-22,"Queens",1,"ILI ED visits",2025-03-01,"quantile",0.99,1524.01
"254",2025-02-22,"Staten Island",1,"ILI ED visits",2025-03-01,"quantile",0.01,46.99
"255",2025-02-22,"Staten Island",1,"ILI ED visits",2025-03-01,"quantile",0.025,52
"256",2025-02-22,"Staten Island",1,"ILI ED visits",2025-03-01,"quantile",0.05,57
"257",2025-02-22,"Staten Island",1,"ILI ED visits",2025-03-01,"quantile",0.1,62
"258",2025-02-22,"Staten Island",1,"ILI ED visits",2025-03-01,"quantile",0.15,66
"259",2025-02-22,"Staten Island",1,"ILI ED visits",2025-03-01,"quantile",0.2,70
"260",2025-02-22,"Staten Island",1,"ILI ED visits",2025-03-01,"quantile",0.25,73
"261",2025-02-22,"Staten Island",1,"ILI ED visits",2025-03-01,"quantile",0.3,76
"262",2025-02-22,"Staten Island",1,"ILI ED visits",2025-03-01,"quantile",0.35,79
"263",2025-02-22,"Staten Island",1,"ILI ED visits",2025-03-01,"quantile",0.4,82.6
"264",2025-02-22,"Staten Island",1,"ILI ED visits",2025-03-01,"quantile",0.45,85
"265",2025-02-22,"Staten Island",1,"ILI ED visits",2025-03-01,"quantile",0.5,88
"266",2025-02-22,"Staten Island",1,"ILI ED visits",2025-03-01,"quantile",0.55,91
"267",2025-02-22,"Staten Island",1,"ILI ED visits",2025-03-01,"quantile",0.6,94
"268",2025-02-22,"Staten Island",1,"ILI ED visits",2025-03-01,"quantile",0.65,98
"269",2025-02-22,"Staten Island",1,"ILI ED visits",2025-03-01,"quantile",0.7,102
"270",2025-02-22,"Staten Island",1,"ILI ED visits",2025-03-01,"quantile",0.75,105
"271",2025-02-22,"Staten Island",1,"ILI ED visits",2025-03-01,"quantile",0.8,110
"272",2025-02-22,"Staten Island",1,"ILI ED visits",2025-03-01,"quantile",0.85,115
"273",2025-02-22,"Staten Island",1,"ILI ED visits",2025-03-01,"quantile",0.9,124
"274",2025-02-22,"Staten Island",1,"ILI ED visits",2025-03-01,"quantile",0.95,138.05
"275",2025-02-22,"Staten Island",1,"ILI ED visits",2025-03-01,"quantile",0.975,148
"276",2025-02-22,"Staten Island",1,"ILI ED visits",2025-03-01,"quantile",0.99,161
"277",2025-02-22,"Bronx",2,"ILI ED visits",2025-03-08,"quantile",0.01,508.95
"278",2025-02-22,"Bronx",2,"ILI ED visits",2025-03-08,"quantile",0.025,557
"279",2025-02-22,"Bronx",2,"ILI ED visits",2025-03-08,"quantile",0.05,595.95
"280",2025-02-22,"Bronx",2,"ILI ED visits",2025-03-08,"quantile",0.1,658.9
"281",2025-02-22,"Bronx",2,"ILI ED visits",2025-03-08,"quantile",0.15,695.85
"282",2025-02-22,"Bronx",2,"ILI ED visits",2025-03-08,"quantile",0.2,724
"283",2025-02-22,"Bronx",2,"ILI ED visits",2025-03-08,"quantile",0.25,753.75
"284",2025-02-22,"Bronx",2,"ILI ED visits",2025-03-08,"quantile",0.3,778
"285",2025-02-22,"Bronx",2,"ILI ED visits",2025-03-08,"quantile",0.35,803
"286",2025-02-22,"Bronx",2,"ILI ED visits",2025-03-08,"quantile",0.4,825.6
"287",2025-02-22,"Bronx",2,"ILI ED visits",2025-03-08,"quantile",0.45,854.55
"288",2025-02-22,"Bronx",2,"ILI ED visits",2025-03-08,"quantile",0.5,880
"289",2025-02-22,"Bronx",2,"ILI ED visits",2025-03-08,"quantile",0.55,901
"290",2025-02-22,"Bronx",2,"ILI ED visits",2025-03-08,"quantile",0.6,926.4
"291",2025-02-22,"Bronx",2,"ILI ED visits",2025-03-08,"quantile",0.65,956.35
"292",2025-02-22,"Bronx",2,"ILI ED visits",2025-03-08,"quantile",0.7,990.3
"293",2025-02-22,"Bronx",2,"ILI ED visits",2025-03-08,"quantile",0.75,1027
"294",2025-02-22,"Bronx",2,"ILI ED visits",2025-03-08,"quantile",0.8,1067.2
"295",2025-02-22,"Bronx",2,"ILI ED visits",2025-03-08,"quantile",0.85,1123
"296",2025-02-22,"Bronx",2,"ILI ED visits",2025-03-08,"quantile",0.9,1200.2
"297",2025-02-22,"Bronx",2,"ILI ED visits",2025-03-08,"quantile",0.95,1299.15
"298",2025-02-22,"Bronx",2,"ILI ED visits",2025-03-08,"quantile",0.975,1385.05
