"","reference_date","location","horizon","target","target_end_date","output_type","output_type_id","value"
"74",2025-01-25,"Manhattan",1,"ILI ED visits",2025-02-01,"quantile",0.05,610
"75",2025-01-25,"Manhattan",1,"ILI ED visits",2025-02-01,"quantile",0.1,664
"76",2025-01-25,"Manhattan",1,"ILI ED visits",2025-02-01,"quantile",0.25,756
"77",2025-01-25,"Manhattan",1,"ILI ED visits",2025-02-01,"quantile",0.5,878
"78",2025-01-25,"Manhattan",1,"ILI ED visits",2025-02-01,"quantile",0.75,1021
"79",2025-01-25,"Manhattan",1,"ILI ED visits",2025-02-01,"quantile",0.9,1162.1
"80",2025-01-25,"Manhattan",1,"ILI ED visits",2025-02-01,"quantile",0.95,1264.05
"81",2025-01-25,"Manhattan",1,"ILI ED visits",2025-02-01,"quantile",0.975,1349.025
"82",2025-01-25,"NYC",1,"ILI ED visits",2025-02-01,"quantile",0.025,4072
"83",2025-01-25,"NYC",1,"ILI ED visits",2025-02-01,"quantile",0.05,4327
"84",2025-01-25,"NYC",1,"ILI ED visits",2025-02-01,"quantile",0.1,4708.9
"85",2025-01-25,"NYC",1,"ILI ED visits",2025-02-01,"quantile",0.25,5385.75
"86",2025-01-25,"NYC",1,"ILI ED visits",2025-02-01,"quantile",0.5,6245
"87",2025-01-25,"NYC",1,"ILI ED visits",2025-02-01,"quantile",0.75,7271.25
"88",2025-01-25,"NYC",1,"ILI ED visits",2025-02-01,"quantile",0.9,8324.3
"89",2025-01-25,"NYC",1,"ILI ED visits",2025-02-01,"quantile",0.95,8983.4
"90",2025-01-25,"NYC",1,"ILI ED visits",2025-02-01,"quantile",0.975,9704.075
"91",2025-01-25,"Queens",1,"ILI ED visits",2025-02-01,"quantile",0.025,1219
"92",2025-01-25,"Queens",1,"ILI ED visits",2025-02-01,"quantile",0.05,1297
"93",2025-01-25,"Queens",1,"ILI ED visits",2025-02-01,"quantile",0.1,1401
"94",2025-01-25,"Queens",1,"ILI ED visits",2025-02-01,"quantile",0.25,1595
"95",2025-01-25,"Queens",1,"ILI ED visits",2025-02-01,"quantile",0.5,1840
"96",2025-01-25,"Queens",1,"ILI ED visits",2025-02-01,"quantile",0.75,2145
"97",2025-01-25,"Queens",1,"ILI ED visits",2025-02-01,"quantile",0.9,2437
"98",2025-01-25,"Queens",1,"ILI ED visits",2025-02-01,"quantile",0.95,2631.05
"99",2025-01-25,"Queens",1,"ILI ED visits",2025-02-01,"quantile",0.975,2814.075
"100",2025-01-25,"Staten Island",1,"ILI ED visits",2025-02-01,"quantile",0.025,111
"101",2025-01-25,"Staten Island",1,"ILI ED visits",2025-02-01,"quantile",0.05,120
"102",2025-01-25,"Staten Island",1,"ILI ED visits",2025-02-01,"quantile",0.1,131
"103",2025-01-25,"Staten Island",1,"ILI ED visits",2025-02-01,"quantile",0.25,152
"104",2025-01-25,"Staten Island",1,"ILI ED visits",2025-02-01,"quantile",0.5,178
"105",2025-01-25,"Staten Island",1,"ILI ED visits",2025-02-01,"quantile",0.75,209
"106",2025-01-25,"Staten Island",1,"ILI ED visits",2025-02-01,"quantile",0.9,240
"107",2025-01-25,"Staten Island",1,"ILI ED visits",2025-02-01,"quantile",0.95,259
"108",2025-01-25,"Staten Island",1,"ILI ED visits",2025-02-01,"quantile",0.975,277
"109",2025-01-25,"Bronx",2,"ILI ED visits",2025-02-08,"quantile",0.025,883
"110",2025-01-25,"Bronx",2,"ILI ED visits",2025-02-08,"quantile",0.05,967
"111",2025-01-25,"Bronx",2,"ILI ED visits",2025-02-08,"quantile",0.1,1053
"112",2025-01-25,"Bronx",2,"ILI ED visits",2025-02-08,"quantile",0.25,1212
"113",2025-01-25,"Bronx",2,"ILI ED visits",2025-02-08,"quantile",0.5,1425
"114",2025-01-25,"Bronx",2,"ILI ED visits",2025-02-08,"quantile",0.75,1677.25
"115",2025-01-25,"Bronx",2,"ILI ED visits",2025-02-08,"quantile",0.9,1955.1
"116",2025-01-25,"Bronx",2,"ILI ED visits",2025-02-08,"quantile",0.95,2131
"117",2025-01-25,"Bronx",2,"ILI ED visits",2025-02-08,"quantile",0.975,2293.025
"118",2025-01-25,"Brooklyn",2,"ILI ED visits",2025-02-08,"quantile",0.025,966.95
"119",2025-01-25,"Brooklyn",2,"ILI ED visits",2025-02-08,"quantile",0.05,1047.95
"120",2025-01-25,"Brooklyn",2,"ILI ED visits",2025-02-08,"quantile",0.1,1150.9
"121",2025-01-25,"Brooklyn",2,"ILI ED visits",2025-02-08,"quantile",0.25,1324
"122",2025-01-25,"Brooklyn",2,"ILI ED visits",2025-02-08,"quantile",0.5,1566
"123",2025-01-25,"Brooklyn",2,"ILI ED visits",2025-02-08,"quantile",0.75,1858
"124",2025-01-25,"Brooklyn",2,"ILI ED visits",2025-02-08,"quantile",0.9,2147
"125",2025-01-25,"Brooklyn",2,"ILI ED visits",2025-02-08,"quantile",0.95,2343
"126",2025-01-25,"Brooklyn",2,"ILI ED visits",2025-02-08,"quantile",0.975,2543.05
"127",2025-01-25,"Manhattan",2,"ILI ED visits",2025-02-08,"quantile",0.025,512.975
"128",2025-01-25,"Manhattan",2,"ILI ED visits",2025-02-08,"quantile",0.05,557
"129",2025-01-25,"Manhattan",2,"ILI ED visits",2025-02-08,"quantile",0.1,616
"130",2025-01-25,"Manhattan",2,"ILI ED visits",2025-02-08,"quantile",0.25,712
"131",2025-01-25,"Manhattan",2,"ILI ED visits",2025-02-08,"quantile",0.5,840
"132",2025-01-25,"Manhattan",2,"ILI ED visits",2025-02-08,"quantile",0.75,991.25
"133",2025-01-25,"Manhattan",2,"ILI ED visits",2025-02-08,"quantile",0.9,1151
"134",2025-01-25,"Manhattan",2,"ILI ED visits",2025-02-08,"quantile",0.95,1261.05
"135",2025-01-25,"Manhattan",2,"ILI ED visits",2025-02-08,"quantile",0.975,1359.05
"136",2025-01-25,"NYC",2,"ILI ED visits",2025-02-08,"quantile",0.025,3691.95
"137",2025-01-25,"NYC",2,"ILI ED visits",2025-02-08,"quantile",0.05,4023.9
"138",2025-01-25,"NYC",2,"ILI ED visits",2025-02-08,"quantile",0.1,4412.7
"139",2025-01-25,"NYC",2,"ILI ED visits",2025-02-08,"quantile",0.25,5075.5
"140",2025-01-25,"NYC",2,"ILI ED visits",2025-02-08,"quantile",0.5,5998.5
"141",2025-01-25,"NYC",2,"ILI ED visits",2025-02-08,"quantile",0.75,7089
"142",2025-01-25,"NYC",2,"ILI ED visits",2025-02-08,"quantile",0.9,8196.1
"143",2025-01-25,"NYC",2,"ILI ED visits",2025-02-08,"quantile",0.95,8990.35
"144",2025-01-25,"NYC",2,"ILI ED visits",2025-02-08,"quantile",0.975,9791.075
"145",2025-01-25,"Queens",2,"ILI ED visits",2025-02-08,"quantile",0.025,1093.95
"146",2025-01-25,"Queens",2,"ILI ED visits",2025-02-08,"quantile",0.05,1182
"147",2025-01-25,"Queens",2,"ILI ED visits",2025-02-08,"quantile",0.1,1301
"148",2025-01-25,"Queens",2,"ILI ED visits",2025-02-08,"quantile",0.25,1501
"149",2025-01-25,"Queens",2,"ILI ED visits",2025-02-08,"quantile",0.5,1771
"150",2025-01-25,"Queens",2,"ILI ED visits",2025-02-08,"quantile",0.75,2072.5
"151",2025-01-25,"Queens",2,"ILI ED visits",2025-02-08,"quantile",0.9,2404.1
"152",2025-01-25,"Queens",2,"ILI ED visits",2025-02-08,"quantile",0.95,2644.25
"153",2025-01-25,"Queens",2,"ILI ED visits",2025-02-08,"quantile",0.975,2871.05
"154",2025-01-25,"Staten Island",2,"ILI ED visits",2025-02-08,"quantile",0.025,101
"155",2025-01-25,"Staten Island",2,"ILI ED visits",2025-02-08,"quantile",0.05,110
"156",2025-01-25,"Staten Island",2,"ILI ED visits",2025-02-08,"quantile",0.1,124
"157",2025-01-25,"Staten Island",2,"ILI ED visits",2025-02-08,"quantile",0.25,144
"158",2025-01-25,"Staten Island",2,"ILI ED visits",2025-02-08,"quantile",0.5,171
"159",2025-01-25,"Staten Island",2,"ILI ED visits",2025-02-08,"quantile",0.75,203
"160",2025-01-25,"Staten Island",2,"ILI ED visits",2025-02-08,"quantile",0.9,233
"161",2025-01-25,"Staten Island",2,"ILI ED visits",2025-02-08,"quantile",0.95,256
"162",2025-01-25,"Staten Island",2,"ILI ED visits",2025-02-08,"quantile",0.975,282
"163",2025-01-25,"Bronx",3,"ILI ED visits",2025-02-15,"quantile",0.025,768.975
"164",2025-01-25,"Bronx",3,"ILI ED visits",2025-02-15,"quantile",0.05,833
"165",2025-01-25,"Bronx",3,"ILI ED visits",2025-02-15,"quantile",0.1,926.9
"166",2025-01-25,"Bronx",3,"ILI ED visits",2025-02-15,"quantile",0.25,1089
"167",2025-01-25,"Bronx",3,"ILI ED visits",2025-02-15,"quantile",0.5,1304
"168",2025-01-25,"Bronx",3,"ILI ED visits",2025-02-15,"quantile",0.75,1566
"169",2025-01-25,"Bronx",3,"ILI ED visits",2025-02-15,"quantile",0.9,1849.1
"170",2025-01-25,"Bronx",3,"ILI ED visits",2025-02-15,"quantile",0.95,2049.1
"171",2025-01-25,"Bronx",3,"ILI ED visits",2025-02-15,"quantile",0.975,2248
"172",2025-01-25,"Brooklyn",3,"ILI ED visits",2025-02-15,"quantile",0.025,840.975
"173",2025-01-25,"Brooklyn",3,"ILI ED visits",2025-02-15,"quantile",0.05,917
"174",2025-01-25,"Brooklyn",3,"ILI ED visits",2025-02-15,"quantile",0.1,1008.9
"175",2025-01-25,"Brooklyn",3,"ILI ED visits",2025-02-15,"quantile",0.25,1194
"176",2025-01-25,"Brooklyn",3,"ILI ED visits",2025-02-15,"quantile",0.5,1438
"177",2025-01-25,"Brooklyn",3,"ILI ED visits",2025-02-15,"quantile",0.75,1728.25
"178",2025-01-25,"Brooklyn",3,"ILI ED visits",2025-02-15,"quantile",0.9,2046
"179",2025-01-25,"Brooklyn",3,"ILI ED visits",2025-02-15,"quantile",0.95,2258.15
"180",2025-01-25,"Brooklyn",3,"ILI ED visits",2025-02-15,"quantile",0.975,2463.15
"181",2025-01-25,"Manhattan",3,"ILI ED visits",2025-02-15,"quantile",0.025,447.95
"182",2025-01-25,"Manhattan",3,"ILI ED visits",2025-02-15,"quantile",0.05,490
"183",2025-01-25,"Manhattan",3,"ILI ED visits",2025-02-15,"quantile",0.1,544
"184",2025-01-25,"Manhattan",3,"ILI ED visits",2025-02-15,"quantile",0.25,643
"185",2025-01-25,"Manhattan",3,"ILI ED visits",2025-02-15,"quantile",0.5,771
"186",2025-01-25,"Manhattan",3,"ILI ED visits",2025-02-15,"quantile",0.75,930
"187",2025-01-25,"Manhattan",3,"ILI ED visits",2025-02-15,"quantile",0.9,1091.1
"188",2025-01-25,"Manhattan",3,"ILI ED visits",2025-02-15,"quantile",0.95,1196.05
"189",2025-01-25,"Manhattan",3,"ILI ED visits",2025-02-15,"quantile",0.975,1311
"190",2025-01-25,"NYC",3,"ILI ED visits",2025-02-15,"quantile",0.025,3153
"191",2025-01-25,"NYC",3,"ILI ED visits",2025-02-15,"quantile",0.05,3526.9
"192",2025-01-25,"NYC",3,"ILI ED visits",2025-02-15,"quantile",0.1,3886.9
"193",2025-01-25,"NYC",3,"ILI ED visits",2025-02-15,"quantile",0.25,4579.75
"194",2025-01-25,"NYC",3,"ILI ED visits",2025-02-15,"quantile",0.5,5542
"195",2025-01-25,"NYC",3,"ILI ED visits",2025-02-15,"quantile",0.75,6615
"196",2025-01-25,"NYC",3,"ILI ED visits",2025-02-15,"quantile",0.9,7852.2
"197",2025-01-25,"NYC",3,"ILI ED visits",2025-02-15,"quantile",0.95,8693
"198",2025-01-25,"NYC",3,"ILI ED visits",2025-02-15,"quantile",0.975,9438.15
"199",2025-01-25,"Queens",3,"ILI ED visits",2025-02-15,"quantile",0.025,949.95
"200",2025-01-25,"Queens",3,"ILI ED visits",2025-02-15,"quantile",0.05,1038.95
"201",2025-01-25,"Queens",3,"ILI ED visits",2025-02-15,"quantile",0.1,1146
"202",2025-01-25,"Queens",3,"ILI ED visits",2025-02-15,"quantile",0.25,1357
"203",2025-01-25,"Queens",3,"ILI ED visits",2025-02-15,"quantile",0.5,1626
"204",2025-01-25,"Queens",3,"ILI ED visits",2025-02-15,"quantile",0.75,1956.25
"205",2025-01-25,"Queens",3,"ILI ED visits",2025-02-15,"quantile",0.9,2302.1
"206",2025-01-25,"Queens",3,"ILI ED visits",2025-02-15,"quantile",0.95,2563.15
"207",2025-01-25,"Queens",3,"ILI ED visits",2025-02-15,"quantile",0.975,2798.025
"208",2025-01-25,"Staten Island",3,"ILI ED visits",2025-02-15,"quantile",0.025,88
"209",2025-01-25,"Staten Island",3,"ILI ED visits",2025-02-15,"quantile",0.05,97
"210",2025-01-25,"Staten Island",3,"ILI ED visits",2025-02-15,"quantile",0.1,109
"211",2025-01-25,"Staten Island",3,"ILI ED visits",2025-02-15,"quantile",0.25,129
"212",2025-01-25,"Staten Island",3,"ILI ED visits",2025-02-15,"quantile",0.5,156
"213",2025-01-25,"Staten Island",3,"ILI ED visits",2025-02-15,"quantile",0.75,190
"214",2025-01-25,"Staten Island",3,"ILI ED visits",2025-02-15,"quantile",0.9,225
"215",2025-01-25,"Staten Island",3,"ILI ED visits",2025-02-15,"quantile",0.95,251
"216",2025-01-25,"Staten Island",3,"ILI ED visits",2025-02-15,"quantile",0.975,276
